考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,5,0,5,5,0,0,0,0,15,,15,"Q1,Q3,Q6,Q7,Q8,Q9"
100202,流川枫,0,0,0,5,5,0,6,0,6,22,,22,"Q1,Q2,Q3,Q6,Q8"
100203,赤木刚宪,5,5,5,5,5,5,4,4,6,44,,44,
100204,三井寿,5,5,5,5,0,5,3,0,3,31,,31,"Q5,Q8"
100205,宫城良田,5,5,5,5,0,0,6,6,3,35,,35,"Q5,Q6"
100206,木暮公延,5,5,5,5,5,0,3,2,6,36,,36,Q6
100207,彩子,0,0,0,0,0,0,0,6,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9"
100208,赤木晴子,5,0,0,0,5,0,0,6,0,16,,16,"Q2,Q3,Q4,Q6,Q7,Q9"
100209,仙道彰,5,5,0,5,0,0,6,0,0,21,,21,"Q3,Q5,Q6,Q8,Q9"
100210,藤真健司,0,5,5,5,5,5,6,0,0,31,,31,"Q1,Q8,Q9"
100211,牧绅一,0,5,5,5,5,5,0,0,0,25,,25,"Q1,Q7,Q8,Q9"
100212,清田信长,5,5,5,5,5,0,6,6,6,43,,43,Q6
100213,神宗一郎,5,5,5,5,5,5,6,3,2,41,,41,
100214,鱼住纯,0,0,5,0,0,0,6,6,3,20,,20,"Q1,Q2,Q4,Q5,Q6"
100215,福田吉兆,0,5,5,5,5,5,6,0,0,31,,31,"Q1,Q8,Q9"
100216,河田雅史,0,5,0,0,5,0,0,6,6,22,,22,"Q1,Q3,Q4,Q6,Q7"
100217,泽北荣治,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100218,深津一成,0,5,5,5,5,5,0,2,6,33,,33,"Q1,Q7"
100219,松本稔,5,5,5,5,0,0,6,0,4,30,,30,"Q5,Q6,Q8"
100220,野边将广,5,0,5,0,0,0,0,6,3,19,,19,"Q2,Q4,Q5,Q6,Q7"
100221,日向翔阳,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100222,影山飞雄,0,0,0,0,0,0,6,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9"
100223,泽村大地,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9"
100224,菅原孝支,0,5,0,0,0,0,6,6,0,17,,17,"Q1,Q3,Q4,Q5,Q6,Q9"
100225,缘下力,0,0,5,5,5,5,6,3,6,35,,35,"Q1,Q2"
100226,西谷夕,0,5,5,0,0,5,6,0,0,21,,21,"Q1,Q4,Q5,Q8,Q9"
100227,东峰旭,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100228,月岛萤,5,5,5,5,5,5,3,6,6,45,,45,
100229,山口忠,5,5,5,5,0,5,6,3,0,34,,34,"Q5,Q9"
100230,及川彻,5,0,5,5,0,5,0,6,3,29,,29,"Q2,Q5,Q7"
100231,岩泉一,5,5,0,5,0,5,6,0,0,26,,26,"Q3,Q5,Q8,Q9"
100232,黑尾铁朗,0,0,5,0,5,0,0,0,6,16,,16,"Q1,Q2,Q4,Q6,Q7,Q8"
100233,孤爪研磨,5,5,5,5,5,5,0,6,0,36,,36,"Q7,Q9"
100234,木兔光太郎,5,5,0,0,0,5,0,0,0,15,,15,"Q3,Q4,Q5,Q7,Q8,Q9"
100235,赤苇京治,5,0,0,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100236,牛岛若利,0,5,5,0,5,5,2,6,3,31,,31,"Q1,Q4"
100237,天童觉,0,5,0,5,0,5,0,0,0,15,,15,"Q1,Q3,Q5,Q7,Q8,Q9"
100238,星海光来,5,5,0,0,5,0,0,0,0,15,,15,"Q3,Q4,Q6,Q7,Q8,Q9"
100239,佐久早圣臣,5,0,0,0,5,0,0,6,0,16,,16,"Q2,Q3,Q4,Q6,Q7,Q9"
100240,宫侑,5,0,0,5,0,5,6,0,0,21,,21,"Q2,Q3,Q5,Q8,Q9"
100241,幸平创真,0,0,5,5,5,0,6,0,0,21,,21,"Q1,Q2,Q6,Q8,Q9"
100242,薙切绘里奈,0,5,0,0,5,0,6,0,0,16,,16,"Q1,Q3,Q4,Q6,Q8,Q9"
100243,田所惠,5,5,5,5,5,5,6,6,0,42,,42,Q9
100244,塔克米阿尔迪尼,0,5,5,5,5,5,0,6,0,31,,31,"Q1,Q7,Q9"
100245,伊萨米阿尔迪尼,5,0,0,0,5,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9"
100246,幸平城一郎,0,5,5,0,5,5,0,0,0,20,,20,"Q1,Q4,Q7,Q8,Q9"
100247,堂岛银,5,5,5,5,5,0,0,0,3,28,,28,"Q6,Q7,Q8"
100248,四宫小次郎,5,5,5,5,5,0,0,6,0,31,,31,"Q6,Q7,Q9"
100249,水户郁魅,0,0,5,0,5,0,0,0,0,10,,10,"Q1,Q2,Q4,Q6,Q7,Q8,Q9"
100250,吉野悠姬,5,5,5,0,0,5,0,6,6,32,,32,"Q4,Q5,Q7"
