考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,0,0,0,5,5,0,6,0,16,,16,"Q1,Q2,Q3,Q4,Q5,Q8,Q10"
100202,流川枫,0,0,5,5,0,5,0,6,6,0,27,,27,"Q1,Q2,Q5,Q7,Q10"
100203,赤木刚宪,5,5,5,5,5,5,5,3,6,0,44,,44,Q10
100204,三井寿,5,0,5,5,5,0,0,6,3,0,29,,29,"Q2,Q6,Q7,Q10"
100205,宫城良田,5,5,0,0,0,5,5,6,6,6,38,,38,"Q3,Q4,Q5"
100206,木暮公延,5,5,5,5,5,5,5,6,6,5,52,,52,
100207,彩子,0,5,0,0,0,0,5,0,6,0,16,,16,"Q1,Q3,Q4,Q5,Q6,Q8,Q10"
100208,赤木晴子,0,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q7,Q8,Q9,Q10"
100209,仙道彰,0,5,0,0,0,5,0,6,0,0,16,,16,"Q1,Q3,Q4,Q5,Q7,Q9,Q10"
100210,藤真健司,0,5,5,5,5,0,5,0,0,6,31,,31,"Q1,Q6,Q8,Q9"
100211,牧绅一,5,0,0,5,5,0,5,0,0,0,20,,20,"Q2,Q3,Q6,Q8,Q9,Q10"
100212,清田信长,5,5,5,5,5,5,5,6,6,0,47,,47,Q10
100213,神宗一郎,5,5,5,5,5,5,5,0,6,6,47,,47,Q8
100214,鱼住纯,5,0,0,5,5,0,0,6,0,3,24,,24,"Q2,Q3,Q6,Q7,Q9"
100215,福田吉兆,0,0,0,0,5,0,5,6,0,0,16,,16,"Q1,Q2,Q3,Q4,Q6,Q9,Q10"
100216,河田雅史,0,5,0,0,5,5,5,0,0,4,24,,24,"Q1,Q3,Q4,Q8,Q9"
100217,泽北荣治,0,0,5,0,5,0,0,0,6,0,16,,16,"Q1,Q2,Q4,Q6,Q7,Q8,Q10"
100218,深津一成,5,0,0,0,5,5,0,6,0,6,27,,27,"Q2,Q3,Q4,Q7,Q9"
100219,松本稔,5,0,0,5,5,0,5,0,6,6,32,,32,"Q2,Q3,Q6,Q8"
100220,野边将广,0,5,0,5,5,0,5,0,0,6,26,,26,"Q1,Q3,Q6,Q8,Q9"
100221,日向翔阳,0,0,0,0,0,0,5,6,0,6,17,,17,"Q1,Q2,Q3,Q4,Q5,Q6,Q9"
100222,影山飞雄,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100223,泽村大地,0,0,0,0,0,0,0,6,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100224,菅原孝支,0,0,0,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100225,缘下力,5,0,5,5,5,0,0,6,0,0,26,,26,"Q2,Q6,Q7,Q9,Q10"
100226,西谷夕,0,0,0,0,0,0,5,0,0,3,8,,8,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9"
100227,东峰旭,0,5,5,0,0,5,0,0,2,6,23,,23,"Q1,Q4,Q5,Q7,Q8"
100228,月岛萤,5,5,5,5,5,5,5,6,6,0,47,,47,Q10
100229,山口忠,5,5,5,5,5,5,5,3,0,6,44,,44,Q9
100230,及川彻,5,5,5,5,5,5,5,0,0,0,35,,35,"Q8,Q9,Q10"
100231,岩泉一,5,5,0,5,5,5,5,0,6,6,42,,42,"Q3,Q8"
100232,黑尾铁朗,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100233,孤爪研磨,5,5,5,5,5,0,5,6,6,3,45,,45,Q6
100234,木兔光太郎,5,5,0,0,5,5,5,0,6,0,31,,31,"Q3,Q4,Q8,Q10"
100235,赤苇京治,5,0,5,5,0,0,0,0,0,0,15,,15,"Q2,Q5,Q6,Q7,Q8,Q9,Q10"
100236,牛岛若利,5,5,5,5,0,0,5,3,6,4,38,,38,"Q5,Q6"
100237,天童觉,0,0,0,5,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q10"
100238,星海光来,0,0,0,0,5,5,0,6,0,0,16,,16,"Q1,Q2,Q3,Q4,Q7,Q9,Q10"
100239,佐久早圣臣,0,0,0,0,0,0,5,6,0,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q10"
100240,宫侑,0,5,0,0,5,5,0,0,0,0,15,,15,"Q1,Q3,Q4,Q7,Q8,Q9,Q10"
100241,幸平创真,0,0,0,5,0,0,0,6,6,6,23,,23,"Q1,Q2,Q3,Q5,Q6,Q7"
100242,薙切绘里奈,5,0,5,0,0,0,5,6,0,6,27,,27,"Q2,Q4,Q5,Q6,Q9"
100243,田所惠,0,5,5,5,5,5,5,6,0,6,42,,42,"Q1,Q9"
100244,塔克米阿尔迪尼,5,5,5,5,5,0,5,6,4,0,40,,40,"Q6,Q10"
100245,伊萨米阿尔迪尼,0,5,5,5,5,5,0,6,0,0,31,,31,"Q1,Q7,Q9,Q10"
100246,幸平城一郎,0,5,0,5,0,5,5,2,0,0,22,,22,"Q1,Q3,Q5,Q9,Q10"
100247,堂岛银,5,0,5,5,0,5,0,6,6,6,38,,38,"Q2,Q5,Q7"
100248,四宫小次郎,0,5,5,0,0,5,0,0,0,2,17,,17,"Q1,Q4,Q5,Q7,Q8,Q9"
100249,水户郁魅,5,0,0,0,5,0,0,6,0,3,19,,19,"Q2,Q3,Q4,Q6,Q7,Q9"
100250,吉野悠姬,5,5,0,0,0,5,5,0,0,6,26,,26,"Q3,Q4,Q5,Q8,Q9"
