考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,0,5,5,0,5,6,6,6,33,,33,"Q1,Q2,Q3,Q6"
100202,流川枫,0,0,0,5,0,5,0,3,0,0,13,,13,"Q1,Q2,Q3,Q5,Q7,Q9,Q10"
100203,赤木刚宪,5,5,5,5,5,5,5,0,6,0,41,,41,"Q8,Q10"
100204,三井寿,5,5,5,5,5,5,5,6,6,5,52,,52,
100205,宫城良田,5,5,5,5,5,0,5,0,0,6,36,,36,"Q6,Q8,Q9"
100206,木暮公延,5,5,5,0,5,5,5,3,6,3,42,,42,Q4
100207,彩子,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100208,赤木晴子,0,0,5,0,5,0,0,6,6,0,22,,22,"Q1,Q2,Q4,Q6,Q7,Q10"
100209,仙道彰,0,0,0,5,0,5,5,0,0,0,15,,15,"Q1,Q2,Q3,Q5,Q8,Q9,Q10"
100210,藤真健司,5,0,5,5,5,5,5,3,6,0,39,,39,"Q2,Q10"
100211,牧绅一,5,0,0,0,5,5,5,3,6,6,35,,35,"Q2,Q3,Q4"
100212,清田信长,0,5,0,0,5,5,5,0,2,3,25,,25,"Q1,Q3,Q4,Q8"
100213,神宗一郎,5,5,5,0,5,5,0,2,6,0,33,,33,"Q4,Q7,Q10"
100214,鱼住纯,0,5,5,0,0,0,0,0,3,0,13,,13,"Q1,Q4,Q5,Q6,Q7,Q8,Q10"
100215,福田吉兆,5,5,5,5,0,0,0,6,0,0,26,,26,"Q5,Q6,Q7,Q9,Q10"
100216,河田雅史,5,5,0,0,0,0,0,0,4,0,14,,14,"Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100217,泽北荣治,0,0,0,0,0,0,0,0,0,3,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100218,深津一成,5,5,5,0,5,0,5,6,6,0,37,,37,"Q4,Q6,Q10"
100219,松本稔,0,5,5,0,0,5,5,0,3,6,29,,29,"Q1,Q4,Q5,Q8"
100220,野边将广,0,0,5,5,0,5,0,3,2,6,26,,26,"Q1,Q2,Q5,Q7"
100221,日向翔阳,0,0,5,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100222,影山飞雄,0,0,0,5,5,0,5,0,0,0,15,,15,"Q1,Q2,Q3,Q6,Q8,Q9,Q10"
100223,泽村大地,0,0,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100224,菅原孝支,5,0,0,0,0,0,0,0,0,6,11,,11,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100225,缘下力,5,0,5,0,5,5,0,0,3,6,29,,29,"Q2,Q4,Q7,Q8"
100226,西谷夕,0,0,5,5,0,0,0,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10"
100227,东峰旭,0,0,0,5,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q10"
100228,月岛萤,5,5,5,5,5,0,5,6,0,6,42,,42,"Q6,Q9"
100229,山口忠,5,5,5,5,5,5,5,0,6,6,47,,47,Q8
100230,及川彻,0,5,5,0,5,0,5,6,6,2,34,,34,"Q1,Q4,Q6"
100231,岩泉一,5,5,0,5,5,5,0,6,0,6,37,,37,"Q3,Q7,Q9"
100232,黑尾铁朗,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q10"
100233,孤爪研磨,5,5,5,5,5,5,5,0,2,6,43,,43,Q8
100234,木兔光太郎,0,5,0,0,0,5,0,0,0,6,16,,16,"Q1,Q3,Q4,Q5,Q7,Q8,Q9"
100235,赤苇京治,0,5,5,0,0,5,0,0,6,0,21,,21,"Q1,Q4,Q5,Q7,Q8,Q10"
100236,牛岛若利,5,0,5,0,5,0,5,6,0,6,32,,32,"Q2,Q4,Q6,Q9"
100237,天童觉,0,0,0,0,0,5,0,0,0,6,11,,11,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9"
100238,星海光来,0,5,5,0,0,5,0,0,0,0,15,,15,"Q1,Q4,Q5,Q7,Q8,Q9,Q10"
100239,佐久早圣臣,0,0,0,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10"
100240,宫侑,5,0,5,5,5,0,5,0,6,0,31,,31,"Q2,Q6,Q8,Q10"
100241,幸平创真,5,5,0,5,0,5,0,0,2,0,22,,22,"Q3,Q5,Q7,Q8,Q10"
100242,薙切绘里奈,0,0,0,0,5,5,5,0,0,0,15,,15,"Q1,Q2,Q3,Q4,Q8,Q9,Q10"
100243,田所惠,5,5,5,5,5,0,5,6,6,4,46,,46,Q6
100244,塔克米阿尔迪尼,5,5,5,5,5,5,5,2,6,0,43,,43,Q10
100245,伊萨米阿尔迪尼,0,0,0,0,0,5,5,6,0,6,22,,22,"Q1,Q2,Q3,Q4,Q5,Q9"
100246,幸平城一郎,0,0,0,5,5,0,5,0,0,0,15,,15,"Q1,Q2,Q3,Q6,Q8,Q9,Q10"
100247,堂岛银,5,0,5,5,5,5,5,0,0,0,30,,30,"Q2,Q8,Q9,Q10"
100248,四宫小次郎,0,0,5,0,5,5,0,0,0,0,15,,15,"Q1,Q2,Q4,Q7,Q8,Q9,Q10"
100249,水户郁魅,0,5,0,5,0,0,0,0,0,0,10,,10,"Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100250,吉野悠姬,5,0,5,5,5,5,5,6,6,6,48,,48,Q2
