考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,5,0,0,0,5,0,0,0,3,23,,23,"Q4,Q5,Q6,Q8,Q9,Q10"
100102,影山飞雄,5,0,0,0,0,0,5,2,2,3,0,17,,17,"Q2,Q3,Q4,Q5,Q6,Q11"
100103,黑子哲也,5,5,0,5,5,5,0,0,6,4,0,35,,35,"Q3,Q7,Q8,Q11"
100104,越前龙马,5,5,0,5,5,5,0,0,6,0,0,31,,31,"Q3,Q7,Q8,Q10,Q11"
100105,洁世一,5,5,0,0,0,0,5,0,0,0,0,15,,15,"Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11"
100106,星野裕,5,5,5,5,0,5,5,6,3,0,4,43,,43,"Q5,Q10"
100107,月本诚,0,5,5,0,5,0,5,6,0,0,0,26,,26,"Q1,Q4,Q6,Q9,Q10,Q11"
100108,风间龙一,0,0,0,0,0,0,5,6,0,6,0,17,,17,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q11"
100109,佐久间学,0,0,5,0,0,0,5,6,6,0,0,22,,22,"Q1,Q2,Q4,Q5,Q6,Q10,Q11"
100110,矢口八虎,0,0,5,5,0,0,0,6,0,4,0,20,,20,"Q1,Q2,Q5,Q6,Q7,Q9,Q11"
100111,高桥世田介,5,5,5,5,5,0,5,6,0,6,0,42,,42,"Q6,Q9,Q11"
100112,桥田悠,5,5,0,0,0,5,0,0,6,6,6,33,,33,"Q3,Q4,Q5,Q7,Q8"
100113,桑名真希,5,0,0,5,0,0,0,0,6,0,0,16,,16,"Q2,Q3,Q5,Q6,Q7,Q8,Q10,Q11"
100114,进藤光,5,5,5,5,0,0,5,6,0,0,0,31,,31,"Q5,Q6,Q9,Q10,Q11"
100115,塔矢亮,5,0,0,5,5,0,5,0,0,0,0,20,,20,"Q2,Q3,Q6,Q8,Q9,Q10,Q11"
100116,藤原佐为,5,0,5,5,0,5,5,0,6,6,0,37,,37,"Q2,Q5,Q8,Q11"
100117,和谷义高,5,0,5,5,0,0,5,0,0,3,0,23,,23,"Q2,Q5,Q6,Q8,Q9,Q11"
100118,竹本祐太,5,5,5,5,5,5,5,6,2,6,3,52,,52,
100119,森田忍,0,5,5,0,5,5,5,2,0,6,0,33,,33,"Q1,Q4,Q9,Q11"
100120,真山巧,5,5,0,5,5,5,5,6,2,4,0,42,,42,"Q3,Q11"
100121,山田亚弓,5,5,5,5,5,5,5,6,6,3,2,52,,52,
100122,花本育,0,5,5,0,0,0,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100123,野田惠,0,0,0,5,0,0,5,6,2,0,4,22,,22,"Q1,Q2,Q3,Q5,Q6,Q10"
100124,千秋真一,5,5,5,0,5,0,5,0,6,6,6,43,,43,"Q4,Q6,Q8"
100125,奥山真澄,0,5,5,0,5,0,0,0,0,0,0,15,,15,"Q1,Q4,Q6,Q7,Q8,Q9,Q10,Q11"
100126,峰龙太郎,0,0,5,0,5,0,5,0,0,6,6,27,,27,"Q1,Q2,Q4,Q6,Q8,Q9"
100127,日野香穗子,5,5,5,5,5,5,5,0,6,6,0,47,,47,"Q8,Q11"
100128,月森莲,0,0,0,0,0,0,5,0,0,6,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q11"
100129,土浦梁太郎,5,5,0,5,5,5,5,3,6,6,2,47,,47,Q3
100130,志水桂一,5,5,5,5,5,5,5,2,6,6,6,55,,55,
100131,泷岛彗,5,5,0,0,5,5,5,6,0,3,6,40,,40,"Q3,Q4,Q9"
100132,华园光,0,5,0,5,0,0,5,0,0,4,6,25,,25,"Q1,Q3,Q5,Q6,Q8,Q9"
100133,杂贺八寻,0,5,5,0,0,5,0,6,0,0,4,25,,25,"Q1,Q4,Q5,Q7,Q9,Q10"
100134,狩野宙,5,5,0,0,5,0,0,0,0,0,0,15,,15,"Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11"
100135,鲇泽美咲,5,0,0,0,5,0,0,6,0,0,0,16,,16,"Q2,Q3,Q4,Q6,Q7,Q9,Q10,Q11"
100136,碓冰拓海,0,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100137,花园樱,5,0,0,5,0,0,0,0,6,0,0,16,,16,"Q2,Q3,Q5,Q6,Q7,Q8,Q10,Q11"
100138,加贺静子,0,0,5,0,5,5,0,0,0,0,0,15,,15,"Q1,Q2,Q4,Q7,Q8,Q9,Q10,Q11"
100139,藤冈春绯,0,5,5,5,5,5,5,6,3,6,6,51,,51,Q1
100140,须王环,0,0,0,5,0,5,0,0,0,0,6,16,,16,"Q1,Q2,Q3,Q5,Q7,Q8,Q9,Q10"
100141,凤镜夜,5,5,0,5,0,0,0,0,6,0,0,21,,21,"Q3,Q5,Q6,Q7,Q8,Q10,Q11"
100142,常陆院光,5,0,0,5,5,5,0,0,0,0,0,20,,20,"Q2,Q3,Q7,Q8,Q9,Q10,Q11"
100143,常陆院馨,5,0,0,5,5,0,5,6,0,0,0,26,,26,"Q2,Q3,Q6,Q9,Q10,Q11"
100144,冢本天满,0,5,0,5,0,0,5,0,0,0,0,15,,15,"Q1,Q3,Q5,Q6,Q8,Q9,Q10,Q11"
100145,播磨拳儿,0,0,5,5,0,0,5,0,6,6,0,27,,27,"Q1,Q2,Q5,Q6,Q8,Q11"
100146,泽近爱理,5,5,5,0,5,0,0,0,6,0,0,26,,26,"Q4,Q6,Q7,Q8,Q10,Q11"
100147,周防美琴,5,0,5,0,0,0,0,0,0,3,6,19,,19,"Q2,Q4,Q5,Q6,Q7,Q8,Q9"
100148,宫前佳奈子,0,5,0,5,0,0,5,0,0,6,6,27,,27,"Q1,Q3,Q5,Q6,Q8,Q9"
100149,祇堂鞠也,5,5,5,5,5,5,0,2,6,0,6,44,,44,"Q7,Q10"
100150,汐王寺茉莉花,5,5,0,5,5,0,0,6,6,6,6,44,,44,"Q3,Q6,Q7"
