考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,0,5,0,0,5,5,5,6,0,0,26,,26,"Q1,Q3,Q4,Q9,Q10"
100002,日代千鹤,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100003,高坂京介,0,5,0,5,0,5,0,3,3,6,27,,27,"Q1,Q3,Q5,Q7"
100004,高坂桐乃,0,5,0,0,5,5,5,4,0,0,24,,24,"Q1,Q3,Q4,Q9,Q10"
100005,逢坂大河,0,5,5,5,5,5,5,6,0,6,42,,42,"Q1,Q9"
100006,牧之原翔子,5,0,0,5,5,5,5,0,0,3,28,,28,"Q2,Q3,Q8,Q9"
100007,折木奉太郎,0,5,0,0,5,5,5,6,0,2,28,,28,"Q1,Q3,Q4,Q9"
100008,千反田爱瑠,0,5,0,5,0,0,5,0,0,0,15,,15,"Q1,Q3,Q5,Q6,Q8,Q9,Q10"
100009,福部里志,0,5,5,0,5,5,5,6,0,0,31,,31,"Q1,Q4,Q9,Q10"
100010,伊原摩耶花,0,5,0,0,5,0,0,3,0,0,13,,13,"Q1,Q3,Q4,Q6,Q7,Q9,Q10"
100011,凉宫春日,0,0,5,0,5,5,5,0,0,6,26,,26,"Q1,Q2,Q4,Q8,Q9"
100012,长门有希,5,5,5,0,0,0,0,0,0,6,21,,21,"Q4,Q5,Q6,Q7,Q8,Q9"
100013,朝比奈实玖瑠,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100014,古泉一树,5,0,5,0,5,5,5,0,0,0,25,,25,"Q2,Q4,Q8,Q9,Q10"
100015,佐佐木,5,5,5,5,0,5,5,6,6,0,42,,42,"Q5,Q10"
100016,小鸟游六花,5,5,5,5,0,5,5,0,0,0,30,,30,"Q5,Q8,Q9,Q10"
100017,富樫勇太,0,0,0,5,0,0,0,0,0,3,8,,8,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100018,丹生谷森夏,5,5,5,5,5,5,5,6,0,0,41,,41,"Q9,Q10"
100019,凸守早苗,5,5,5,5,5,5,0,6,3,6,45,,45,Q7
100020,七宫智音,0,0,5,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100021,神田空太,5,5,5,5,5,0,5,6,0,2,38,,38,"Q6,Q9"
100022,椎名真白,5,5,5,5,5,5,5,0,6,0,41,,41,"Q8,Q10"
100023,青山七海,0,5,0,0,0,0,0,6,0,6,17,,17,"Q1,Q3,Q4,Q5,Q6,Q7,Q9"
100024,上井草美咲,5,5,0,0,0,0,5,0,6,0,21,,21,"Q3,Q4,Q5,Q6,Q8,Q10"
100025,三鹰仁,5,5,5,5,5,5,5,0,0,6,41,,41,"Q8,Q9"
100026,赤坂龙之介,0,0,5,5,0,5,5,0,0,3,23,,23,"Q1,Q2,Q5,Q8,Q9"
100027,绫小路清隆,5,5,5,5,5,5,5,4,0,2,41,,41,Q9
100028,堀北铃音,5,5,5,5,0,5,5,6,6,6,48,,48,Q5
100029,栉田桔梗,5,5,0,5,5,5,5,6,3,6,45,,45,Q3
100030,轻井泽惠,5,0,5,0,0,5,5,6,6,4,36,,36,"Q2,Q4,Q5"
100031,一之濑帆波,5,0,5,5,5,5,5,6,6,6,48,,48,Q2
100032,坂柳有栖,5,5,5,5,5,5,5,6,0,2,43,,43,Q9
100033,龙园翔,0,5,0,5,0,5,5,6,6,6,38,,38,"Q1,Q3,Q5"
100034,比企谷八幡,5,5,5,5,5,5,5,6,0,3,44,,44,Q9
100035,雪之下雪乃,5,5,5,0,0,0,0,6,3,6,30,,30,"Q4,Q5,Q6,Q7"
100036,由比滨结衣,0,0,0,0,5,5,5,0,0,0,15,,15,"Q1,Q2,Q3,Q4,Q8,Q9,Q10"
100037,一色彩羽,5,5,5,5,0,5,5,4,0,4,38,,38,"Q5,Q9"
100038,户冢彩加,5,5,5,5,5,5,5,6,0,3,44,,44,Q9
100039,平泽唯,5,5,5,5,5,5,5,6,6,5,52,,52,
100040,秋山澪,5,5,5,0,5,0,0,0,2,2,24,,24,"Q4,Q6,Q7,Q8"
100041,田井中律,5,0,0,5,5,0,0,6,6,6,33,,33,"Q2,Q3,Q6,Q7"
100042,琴吹䌷,0,0,0,5,5,0,0,4,6,0,20,,20,"Q1,Q2,Q3,Q6,Q7,Q10"
100043,中野梓,0,0,0,5,5,0,5,0,6,0,21,,21,"Q1,Q2,Q3,Q6,Q8,Q10"
100044,黄前久美子,0,0,0,0,0,5,0,0,4,6,15,,15,"Q1,Q2,Q3,Q4,Q5,Q7,Q8"
100045,高坂丽奈,0,5,0,0,5,0,0,0,0,2,12,,12,"Q1,Q3,Q4,Q6,Q7,Q8,Q9"
100046,川岛绿辉,0,0,0,0,0,5,5,0,6,6,22,,22,"Q1,Q2,Q3,Q4,Q5,Q8"
100047,加藤叶月,0,5,0,5,5,0,5,2,0,0,22,,22,"Q1,Q3,Q6,Q9,Q10"
100048,田中明日香,0,0,0,0,5,0,5,0,6,0,16,,16,"Q1,Q2,Q3,Q4,Q6,Q8,Q10"
100049,伞木希美,0,0,5,5,0,5,5,6,0,6,32,,32,"Q1,Q2,Q5,Q9"
100050,铠冢霙,0,0,0,0,0,0,0,6,0,6,12,,12,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9"
