考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,0,5,5,0,5,5,5,0,0,0,2,27,,27,"Q1,Q4,Q8,Q9,Q10"
100102,影山飞雄,5,0,5,0,5,5,5,6,0,0,3,34,,34,"Q2,Q4,Q9,Q10"
100103,黑子哲也,5,5,5,5,5,5,0,0,2,0,0,32,,32,"Q7,Q8,Q10,Q11"
100104,越前龙马,0,5,5,0,5,5,5,3,6,0,0,34,,34,"Q1,Q4,Q10,Q11"
100105,洁世一,0,5,0,0,0,5,0,6,0,0,0,16,,16,"Q1,Q3,Q4,Q5,Q7,Q9,Q10,Q11"
100106,星野裕,5,0,5,0,0,5,5,6,3,2,6,37,,37,"Q2,Q4,Q5"
100107,月本诚,5,5,5,5,0,5,0,0,6,0,0,31,,31,"Q5,Q7,Q8,Q10,Q11"
100108,风间龙一,0,0,0,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100109,佐久间学,5,0,5,0,0,0,5,0,0,0,4,19,,19,"Q2,Q4,Q5,Q6,Q8,Q9,Q10"
100110,矢口八虎,5,0,0,5,5,5,5,3,6,6,0,40,,40,"Q2,Q3,Q11"
100111,高桥世田介,5,5,5,5,5,0,5,0,0,6,0,36,,36,"Q6,Q8,Q9,Q11"
100112,桥田悠,0,0,0,5,5,0,0,0,6,6,0,22,,22,"Q1,Q2,Q3,Q6,Q7,Q8,Q11"
100113,桑名真希,0,0,0,0,0,0,0,6,0,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10,Q11"
100114,进藤光,0,5,0,5,0,0,0,6,0,6,0,22,,22,"Q1,Q3,Q5,Q6,Q7,Q9,Q11"
100115,塔矢亮,0,0,0,5,5,0,0,0,6,0,0,16,,16,"Q1,Q2,Q3,Q6,Q7,Q8,Q10,Q11"
100116,藤原佐为,0,0,5,5,5,0,0,6,0,0,6,27,,27,"Q1,Q2,Q6,Q7,Q9,Q10"
100117,和谷义高,0,0,0,0,0,5,5,6,0,0,6,22,,22,"Q1,Q2,Q3,Q4,Q5,Q9,Q10"
100118,竹本祐太,5,5,5,0,5,0,0,6,6,0,4,36,,36,"Q4,Q6,Q7,Q10"
100119,森田忍,0,0,5,5,5,0,5,0,0,3,2,25,,25,"Q1,Q2,Q6,Q8,Q9"
100120,真山巧,5,5,5,5,5,5,5,0,0,6,0,41,,41,"Q8,Q9,Q11"
100121,山田亚弓,5,5,5,0,5,5,5,6,6,6,0,48,,48,"Q4,Q11"
100122,花本育,0,0,0,0,0,5,0,2,0,0,0,7,,7,"Q1,Q2,Q3,Q4,Q5,Q7,Q9,Q10,Q11"
100123,野田惠,5,0,0,0,0,0,0,0,3,0,6,14,,14,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100124,千秋真一,5,5,5,5,5,5,5,0,4,3,6,48,,48,Q8
100125,奥山真澄,0,0,5,0,5,0,0,6,0,6,6,28,,28,"Q1,Q2,Q4,Q6,Q7,Q9"
100126,峰龙太郎,0,0,5,5,5,5,0,0,6,0,0,26,,26,"Q1,Q2,Q7,Q8,Q10,Q11"
100127,日野香穗子,0,5,5,0,5,5,0,6,0,6,6,38,,38,"Q1,Q4,Q7,Q9"
100128,月森莲,0,0,0,5,0,0,5,6,0,0,0,16,,16,"Q1,Q2,Q3,Q5,Q6,Q9,Q10,Q11"
100129,土浦梁太郎,5,5,5,5,5,5,5,3,6,3,6,53,,53,
100130,志水桂一,5,5,5,5,5,0,5,6,6,6,6,54,,54,Q6
100131,泷岛彗,5,5,0,0,5,5,5,3,6,0,6,40,,40,"Q3,Q4,Q10"
100132,华园光,5,0,0,5,5,5,5,0,0,0,4,29,,29,"Q2,Q3,Q8,Q9,Q10"
100133,杂贺八寻,0,0,0,5,0,5,5,0,6,2,6,29,,29,"Q1,Q2,Q3,Q5,Q8"
100134,狩野宙,0,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100135,鲇泽美咲,0,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100136,碓冰拓海,0,5,0,0,0,0,5,0,0,0,0,10,,10,"Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11"
100137,花园樱,0,5,0,5,0,5,5,6,0,6,0,32,,32,"Q1,Q3,Q5,Q9,Q11"
100138,加贺静子,0,0,5,5,0,0,0,0,6,0,0,16,,16,"Q1,Q2,Q5,Q6,Q7,Q8,Q10,Q11"
100139,藤冈春绯,5,0,5,0,5,5,5,6,6,6,3,46,,46,"Q2,Q4"
100140,须王环,5,0,5,5,0,5,5,0,0,0,0,25,,25,"Q2,Q5,Q8,Q9,Q10,Q11"
100141,凤镜夜,0,5,0,0,5,0,0,0,0,0,0,10,,10,"Q1,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11"
100142,常陆院光,5,0,0,0,0,5,0,0,3,6,6,25,,25,"Q2,Q3,Q4,Q5,Q7,Q8"
100143,常陆院馨,0,0,0,0,5,0,0,0,0,4,0,9,,9,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q11"
100144,冢本天满,0,0,0,0,0,5,0,4,0,0,0,9,,9,"Q1,Q2,Q3,Q4,Q5,Q7,Q9,Q10,Q11"
100145,播磨拳儿,0,5,0,5,0,5,0,4,2,6,6,33,,33,"Q1,Q3,Q5,Q7"
100146,泽近爱理,0,0,0,5,0,5,0,6,0,6,0,22,,22,"Q1,Q2,Q3,Q5,Q7,Q9,Q11"
100147,周防美琴,5,0,0,0,0,5,0,0,0,6,3,19,,19,"Q2,Q3,Q4,Q5,Q7,Q8,Q9"
100148,宫前佳奈子,0,0,0,5,0,5,0,0,6,0,3,19,,19,"Q1,Q2,Q3,Q5,Q7,Q8,Q10"
100149,祇堂鞠也,0,5,0,5,0,5,5,0,6,0,0,26,,26,"Q1,Q3,Q5,Q8,Q10,Q11"
100150,汐王寺茉莉花,5,5,5,5,0,5,5,6,6,0,0,42,,42,"Q5,Q10,Q11"
