考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,0,0,0,6,0,0,6,22,,22,"Q3,Q4,Q5,Q7,Q8"
100102,影山飞雄,5,5,5,5,5,3,6,0,6,40,,40,Q8
100103,黑子哲也,0,5,5,0,0,4,0,4,6,24,,24,"Q1,Q4,Q5,Q7"
100104,越前龙马,5,5,5,5,0,0,0,3,3,26,,26,"Q5,Q6,Q7"
100105,洁世一,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q3,Q4,Q6,Q7,Q8,Q9"
100106,星野裕,5,5,5,5,5,0,0,4,0,29,,29,"Q6,Q7,Q9"
100107,月本诚,5,0,0,0,5,6,0,6,0,22,,22,"Q2,Q3,Q4,Q7,Q9"
100108,风间龙一,0,0,0,0,0,0,6,0,6,12,,12,"Q1,Q2,Q3,Q4,Q5,Q6,Q8"
100109,佐久间学,5,0,0,0,5,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9"
100110,矢口八虎,0,5,5,0,0,3,6,3,0,22,,22,"Q1,Q4,Q5,Q9"
100111,高桥世田介,5,5,5,5,5,6,6,0,3,40,,40,Q8
100112,桥田悠,5,5,0,0,5,6,0,0,6,27,,27,"Q3,Q4,Q7,Q8"
100113,桑名真希,5,5,0,0,0,0,0,0,3,13,,13,"Q3,Q4,Q5,Q6,Q7,Q8"
100114,进藤光,5,0,5,0,5,6,6,0,4,31,,31,"Q2,Q4,Q8"
100115,塔矢亮,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100116,藤原佐为,5,0,0,0,0,6,0,6,0,17,,17,"Q2,Q3,Q4,Q5,Q7,Q9"
100117,和谷义高,5,0,5,0,0,0,6,0,6,22,,22,"Q2,Q4,Q5,Q6,Q8"
100118,竹本祐太,5,5,5,5,5,6,4,6,6,47,,47,
100119,森田忍,0,5,5,5,5,6,0,0,0,26,,26,"Q1,Q7,Q8,Q9"
100120,真山巧,5,5,5,5,5,0,0,6,0,31,,31,"Q6,Q7,Q9"
100121,山田亚弓,5,5,5,5,5,6,0,0,6,37,,37,"Q7,Q8"
100122,花本育,5,0,0,0,5,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9"
100123,野田惠,0,5,5,0,0,6,0,0,6,22,,22,"Q1,Q4,Q5,Q7,Q8"
100124,千秋真一,0,5,5,5,5,0,6,6,6,38,,38,"Q1,Q6"
100125,奥山真澄,0,0,0,5,0,0,0,6,6,17,,17,"Q1,Q2,Q3,Q5,Q6,Q7"
100126,峰龙太郎,5,0,5,0,5,0,6,2,6,29,,29,"Q2,Q4,Q6"
100127,日野香穗子,5,5,0,5,5,6,6,0,6,38,,38,"Q3,Q8"
100128,月森莲,5,5,5,5,0,3,6,6,0,35,,35,"Q5,Q9"
100129,土浦梁太郎,0,0,5,5,0,6,6,6,0,28,,28,"Q1,Q2,Q5,Q9"
100130,志水桂一,5,0,5,5,5,0,6,0,6,32,,32,"Q2,Q6,Q8"
100131,泷岛彗,5,5,5,5,5,0,0,6,4,35,,35,"Q6,Q7"
100132,华园光,0,5,0,5,0,3,0,0,0,13,,13,"Q1,Q3,Q5,Q7,Q8,Q9"
100133,杂贺八寻,5,0,5,5,0,0,0,6,0,21,,21,"Q2,Q5,Q6,Q7,Q9"
100134,狩野宙,0,0,5,5,5,6,6,0,6,33,,33,"Q1,Q2,Q8"
100135,鲇泽美咲,0,0,0,0,0,0,6,0,6,12,,12,"Q1,Q2,Q3,Q4,Q5,Q6,Q8"
100136,碓冰拓海,0,0,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9"
100137,花园樱,5,0,5,0,0,0,0,0,0,10,,10,"Q2,Q4,Q5,Q6,Q7,Q8,Q9"
100138,加贺静子,5,0,0,5,0,6,0,0,6,22,,22,"Q2,Q3,Q5,Q7,Q8"
100139,藤冈春绯,5,0,5,5,5,6,0,6,6,38,,38,"Q2,Q7"
100140,须王环,0,5,0,0,0,6,6,6,0,23,,23,"Q1,Q3,Q4,Q5,Q9"
100141,凤镜夜,0,0,5,0,5,0,0,0,0,10,,10,"Q1,Q2,Q4,Q6,Q7,Q8,Q9"
100142,常陆院光,0,0,5,5,0,0,6,6,0,22,,22,"Q1,Q2,Q5,Q6,Q9"
100143,常陆院馨,0,0,5,0,5,6,6,0,0,22,,22,"Q1,Q2,Q4,Q8,Q9"
100144,冢本天满,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9"
100145,播磨拳儿,5,0,5,0,5,0,0,3,6,24,,24,"Q2,Q4,Q6,Q7"
100146,泽近爱理,5,5,0,0,0,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100147,周防美琴,5,0,5,0,0,0,0,0,6,16,,16,"Q2,Q4,Q5,Q6,Q7,Q8"
100148,宫前佳奈子,5,5,5,5,5,2,0,0,0,27,,27,"Q7,Q8,Q9"
100149,祇堂鞠也,0,0,5,5,0,0,0,3,3,16,,16,"Q1,Q2,Q5,Q6,Q7"
100150,汐王寺茉莉花,5,0,5,5,5,6,6,6,6,44,,44,Q2
