考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,0,5,0,0,5,0,5,5,0,0,3,23,,23,"Q1,Q3,Q4,Q6,Q9,Q10"
100102,影山飞雄,5,5,0,0,5,5,5,5,0,0,2,32,,32,"Q3,Q4,Q9,Q10"
100103,黑子哲也,5,5,0,0,5,0,5,5,0,0,6,31,,31,"Q3,Q4,Q6,Q9,Q10"
100104,越前龙马,0,5,5,0,5,0,5,5,6,0,6,37,,37,"Q1,Q4,Q6,Q10"
100105,洁世一,0,5,5,0,0,5,5,5,0,0,6,31,,31,"Q1,Q4,Q5,Q9,Q10"
100106,星野裕,5,5,5,5,5,5,5,5,0,6,3,49,,49,Q9
100107,月本诚,0,0,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q10,Q11"
100108,风间龙一,0,0,0,5,0,0,5,0,0,0,6,16,,16,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q10"
100109,佐久间学,0,0,0,0,0,0,0,5,6,0,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10,Q11"
100110,矢口八虎,5,5,5,5,5,0,0,5,0,6,0,36,,36,"Q6,Q7,Q9,Q11"
100111,高桥世田介,5,5,5,5,5,5,5,5,6,0,2,48,,48,Q10
100112,桥田悠,5,5,5,5,5,0,0,5,6,6,6,48,,48,"Q6,Q7"
100113,桑名真希,0,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100114,进藤光,5,5,0,0,0,5,0,0,4,0,0,19,,19,"Q3,Q4,Q5,Q7,Q8,Q10,Q11"
100115,塔矢亮,0,0,0,5,5,0,5,5,0,0,0,20,,20,"Q1,Q2,Q3,Q6,Q9,Q10,Q11"
100116,藤原佐为,0,5,0,0,5,5,5,0,6,0,0,26,,26,"Q1,Q3,Q4,Q8,Q10,Q11"
100117,和谷义高,5,0,5,5,0,0,0,0,6,0,6,27,,27,"Q2,Q5,Q6,Q7,Q8,Q10"
100118,竹本祐太,5,5,5,5,5,5,5,0,6,6,0,47,,47,"Q8,Q11"
100119,森田忍,5,5,5,0,5,0,0,0,0,2,0,22,,22,"Q4,Q6,Q7,Q8,Q9,Q11"
100120,真山巧,5,5,0,5,5,5,5,5,6,0,6,47,,47,"Q3,Q10"
100121,山田亚弓,0,5,0,5,5,5,0,5,6,0,6,37,,37,"Q1,Q3,Q7,Q10"
100122,花本育,0,0,5,0,0,0,5,5,0,0,0,15,,15,"Q1,Q2,Q4,Q5,Q6,Q9,Q10,Q11"
100123,野田惠,5,5,5,0,5,0,0,0,0,6,0,26,,26,"Q4,Q6,Q7,Q8,Q9,Q11"
100124,千秋真一,5,5,5,5,5,5,0,5,0,6,0,41,,41,"Q7,Q9,Q11"
100125,奥山真澄,0,0,0,5,0,5,0,0,6,0,0,16,,16,"Q1,Q2,Q3,Q5,Q7,Q8,Q10,Q11"
100126,峰龙太郎,0,5,0,0,5,0,5,0,0,0,0,15,,15,"Q1,Q3,Q4,Q6,Q8,Q9,Q10,Q11"
100127,日野香穗子,5,0,5,5,5,0,5,5,0,4,0,34,,34,"Q2,Q6,Q9,Q11"
100128,月森莲,0,0,5,0,5,0,0,5,3,0,0,18,,18,"Q1,Q2,Q4,Q6,Q7,Q10,Q11"
100129,土浦梁太郎,5,5,0,5,0,5,5,0,6,6,6,43,,43,"Q3,Q5,Q8"
100130,志水桂一,5,5,5,5,5,5,0,5,0,0,6,41,,41,"Q7,Q9,Q10"
100131,泷岛彗,0,5,0,0,5,0,5,0,0,6,0,21,,21,"Q1,Q3,Q4,Q6,Q8,Q9,Q11"
100132,华园光,5,5,0,0,0,0,0,0,6,6,6,28,,28,"Q3,Q4,Q5,Q6,Q7,Q8"
100133,杂贺八寻,0,0,0,0,0,0,0,5,0,0,6,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100134,狩野宙,0,0,5,5,5,5,0,5,0,0,0,25,,25,"Q1,Q2,Q7,Q9,Q10,Q11"
100135,鲇泽美咲,0,5,0,5,0,0,0,0,3,3,6,22,,22,"Q1,Q3,Q5,Q6,Q7,Q8"
100136,碓冰拓海,0,5,0,0,5,0,0,0,0,6,0,16,,16,"Q1,Q3,Q4,Q6,Q7,Q8,Q9,Q11"
100137,花园樱,0,0,0,0,0,5,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q5,Q7,Q9,Q10,Q11"
100138,加贺静子,0,0,0,0,0,5,5,0,6,6,0,22,,22,"Q1,Q2,Q3,Q4,Q5,Q8,Q11"
