考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,5,5,5,5,0,0,5,5,5,5,6,0,46,,46,"Q5,Q6,Q12"
100002,日代千鹤,0,0,0,0,5,0,5,5,5,0,0,4,24,,24,"Q1,Q2,Q3,Q4,Q6,Q10,Q11"
100003,高坂京介,0,0,0,0,0,0,0,0,5,0,6,6,17,,17,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100004,高坂桐乃,0,0,5,0,0,5,0,0,5,5,0,0,20,,20,"Q1,Q2,Q4,Q5,Q7,Q8,Q11,Q12"
100005,逢坂大河,5,5,5,0,5,5,5,5,5,5,6,6,57,,57,Q4
100006,牧之原翔子,5,5,5,5,0,5,5,5,5,5,0,0,45,,45,"Q5,Q11,Q12"
100007,折木奉太郎,5,5,5,5,5,5,5,5,5,5,6,5,61,,61,
100008,千反田爱瑠,0,0,0,0,0,0,0,0,0,0,3,0,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100009,福部里志,5,0,5,0,5,0,0,0,5,5,0,0,25,,25,"Q2,Q4,Q6,Q7,Q8,Q11,Q12"
100010,伊原摩耶花,5,0,0,0,0,0,0,5,5,0,0,0,15,,15,"Q2,Q3,Q4,Q5,Q6,Q7,Q10,Q11,Q12"
100011,凉宫春日,0,0,5,5,0,0,5,0,5,0,0,0,20,,20,"Q1,Q2,Q5,Q6,Q8,Q10,Q11,Q12"
100012,长门有希,5,5,5,5,0,0,5,5,5,0,0,6,41,,41,"Q5,Q6,Q10,Q11"
100013,朝比奈实玖瑠,0,0,0,0,0,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12"
100014,古泉一树,5,0,5,0,0,0,0,0,0,0,3,0,13,,13,"Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100015,佐佐木,5,5,5,5,5,5,0,5,0,5,0,0,40,,40,"Q7,Q9,Q11,Q12"
100016,小鸟游六花,5,0,5,0,5,5,0,0,0,0,0,0,20,,20,"Q2,Q4,Q7,Q8,Q9,Q10,Q11,Q12"
100017,富樫勇太,5,0,5,0,0,0,0,0,0,5,0,0,15,,15,"Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q12"
100018,丹生谷森夏,5,0,5,5,5,0,0,0,5,0,6,6,37,,37,"Q2,Q6,Q7,Q8,Q10"
