考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,5,0,0,0,5,5,5,0,0,0,0,0,20,,20,"Q2,Q3,Q4,Q8,Q9,Q10,Q11,Q12"
100202,流川枫,0,5,5,5,0,5,5,5,5,0,0,6,41,,41,"Q1,Q5,Q10,Q11"
100203,赤木刚宪,5,5,5,0,5,5,5,5,5,5,6,6,57,,57,Q4
100204,三井寿,5,5,0,0,5,0,5,5,5,5,6,0,41,,41,"Q3,Q4,Q6,Q12"
100205,宫城良田,5,0,0,5,5,5,5,5,0,5,0,3,38,,38,"Q2,Q3,Q9,Q11"
100206,木暮公延,5,0,5,5,5,5,0,5,5,5,6,0,46,,46,"Q2,Q7,Q12"
100207,彩子,0,5,0,0,0,0,0,0,0,5,0,0,10,,10,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q12"
100208,赤木晴子,0,5,5,0,0,5,5,5,0,0,0,0,25,,25,"Q1,Q4,Q5,Q9,Q10,Q11,Q12"
100209,仙道彰,0,0,0,5,0,5,0,5,0,0,0,3,18,,18,"Q1,Q2,Q3,Q5,Q7,Q9,Q10,Q11"
100210,藤真健司,0,5,0,0,5,5,5,5,0,0,6,6,37,,37,"Q1,Q3,Q4,Q9,Q10"
100211,牧绅一,5,0,0,5,5,0,0,0,0,5,0,6,26,,26,"Q2,Q3,Q6,Q7,Q8,Q9,Q11"
100212,清田信长,5,0,5,5,5,5,5,5,5,5,6,0,51,,51,"Q2,Q12"
100213,神宗一郎,5,5,5,5,5,5,5,0,5,5,6,3,54,,54,Q8
100214,鱼住纯,0,0,5,0,0,0,0,5,5,5,0,0,20,,20,"Q1,Q2,Q4,Q5,Q6,Q7,Q11,Q12"
100215,福田吉兆,0,5,0,0,0,5,5,0,0,5,0,0,20,,20,"Q1,Q3,Q4,Q5,Q8,Q9,Q11,Q12"
100216,河田雅史,0,0,5,0,5,0,5,0,0,5,0,0,20,,20,"Q1,Q2,Q4,Q6,Q8,Q9,Q11,Q12"
100217,泽北荣治,0,0,0,5,0,0,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q10,Q11,Q12"
100218,深津一成,5,5,0,0,5,5,0,0,5,0,6,6,37,,37,"Q3,Q4,Q7,Q8,Q10"
100219,松本稔,5,0,5,5,0,0,5,5,0,0,6,0,31,,31,"Q2,Q5,Q6,Q9,Q10,Q12"
100220,野边将广,5,0,0,5,0,0,5,0,0,5,0,0,20,,20,"Q2,Q3,Q5,Q6,Q8,Q9,Q11,Q12"
100221,日向翔阳,0,5,5,0,0,0,0,5,0,0,0,0,15,,15,"Q1,Q4,Q5,Q6,Q7,Q9,Q10,Q11,Q12"
100222,影山飞雄,0,0,0,0,5,0,0,5,0,5,0,3,18,,18,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q11"
100223,泽村大地,0,5,5,0,5,0,5,5,0,0,0,0,25,,25,"Q1,Q4,Q6,Q9,Q10,Q11,Q12"
100224,菅原孝支,0,0,0,0,5,0,0,5,5,0,0,0,15,,15,"Q1,Q2,Q3,Q4,Q6,Q7,Q10,Q11,Q12"
100225,缘下力,5,5,5,5,0,5,5,0,5,0,2,6,43,,43,"Q5,Q8,Q10"
