考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,0,5,0,5,0,5,0,6,2,0,23,,23,"Q1,Q3,Q5,Q7,Q10"
100102,影山飞雄,0,0,5,0,5,5,0,0,6,0,21,,21,"Q1,Q2,Q4,Q7,Q8,Q10"
100103,黑子哲也,0,0,0,5,0,0,0,0,3,0,8,,8,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q10"
100104,越前龙马,0,5,5,0,5,5,6,0,3,0,29,,29,"Q1,Q4,Q8,Q10"
100105,洁世一,0,5,5,5,5,5,0,3,6,0,34,,34,"Q1,Q7,Q10"
100106,星野裕,5,5,0,5,0,5,6,0,0,6,32,,32,"Q3,Q5,Q8,Q9"
100107,月本诚,5,5,0,0,0,0,6,6,0,3,25,,25,"Q3,Q4,Q5,Q6,Q9"
100108,风间龙一,5,0,0,5,0,0,0,0,6,0,16,,16,"Q2,Q3,Q5,Q6,Q7,Q8,Q10"
100109,佐久间学,5,5,0,0,0,5,0,6,0,0,21,,21,"Q3,Q4,Q5,Q7,Q9,Q10"
100110,矢口八虎,5,5,5,0,0,5,0,6,0,0,26,,26,"Q4,Q5,Q7,Q9,Q10"
100111,高桥世田介,5,5,5,5,5,5,6,0,3,0,39,,39,"Q8,Q10"
100112,桥田悠,5,0,0,0,5,0,0,0,4,6,20,,20,"Q2,Q3,Q4,Q6,Q7,Q8"
100113,桑名真希,0,5,5,0,0,5,0,0,0,6,21,,21,"Q1,Q4,Q5,Q7,Q8,Q9"
100114,进藤光,5,0,0,5,5,0,4,4,0,0,23,,23,"Q2,Q3,Q6,Q9,Q10"
100115,塔矢亮,0,0,5,5,0,0,0,0,6,0,16,,16,"Q1,Q2,Q5,Q6,Q7,Q8,Q10"
100116,藤原佐为,5,0,0,5,5,5,0,6,0,0,26,,26,"Q2,Q3,Q7,Q9,Q10"
100117,和谷义高,0,5,5,5,5,5,6,6,2,2,41,,41,Q1
100118,竹本祐太,5,5,5,5,5,5,6,6,6,5,53,,53,
100119,森田忍,0,5,0,5,5,0,0,3,6,2,26,,26,"Q1,Q3,Q6,Q7"
100120,真山巧,5,5,5,0,5,5,6,2,3,6,42,,42,Q4
100121,山田亚弓,5,0,5,5,5,5,4,6,6,6,47,,47,Q2
100122,花本育,5,0,0,5,0,0,0,0,0,0,10,,10,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100123,野田惠,0,5,0,0,5,5,0,0,6,6,27,,27,"Q1,Q3,Q4,Q7,Q8"
100124,千秋真一,5,5,5,5,5,5,3,0,6,4,43,,43,Q8
100125,奥山真澄,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100126,峰龙太郎,0,5,0,5,0,0,6,0,0,6,22,,22,"Q1,Q3,Q5,Q6,Q8,Q9"
100127,日野香穗子,5,0,0,5,0,5,0,6,3,3,27,,27,"Q2,Q3,Q5,Q7"
100128,月森莲,0,5,0,5,5,0,0,0,6,6,27,,27,"Q1,Q3,Q6,Q7,Q8"
100129,土浦梁太郎,5,5,5,5,5,5,6,6,0,0,42,,42,"Q9,Q10"
100130,志水桂一,5,5,5,5,5,5,6,0,6,6,48,,48,Q8
100131,泷岛彗,5,5,5,5,5,5,6,6,2,0,44,,44,Q10
100132,华园光,0,5,5,0,0,0,6,3,0,6,25,,25,"Q1,Q4,Q5,Q6,Q9"
100133,杂贺八寻,0,0,0,5,5,0,0,0,4,0,14,,14,"Q1,Q2,Q3,Q6,Q7,Q8,Q10"
100134,狩野宙,5,0,5,0,5,5,0,0,0,0,20,,20,"Q2,Q4,Q7,Q8,Q9,Q10"
100135,鲇泽美咲,0,0,0,0,5,5,0,0,6,0,16,,16,"Q1,Q2,Q3,Q4,Q7,Q8,Q10"
100136,碓冰拓海,0,0,0,0,5,5,4,0,3,0,17,,17,"Q1,Q2,Q3,Q4,Q8,Q10"
100137,花园樱,5,0,5,0,0,0,0,0,0,0,10,,10,"Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100138,加贺静子,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100139,藤冈春绯,0,0,0,0,5,5,6,4,4,6,30,,30,"Q1,Q2,Q3,Q4"
100140,须王环,0,0,0,0,5,0,0,3,0,2,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9"
100141,凤镜夜,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100142,常陆院光,5,5,0,5,0,0,0,0,0,0,15,,15,"Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100143,常陆院馨,0,0,5,0,0,5,6,6,0,6,28,,28,"Q1,Q2,Q4,Q5,Q9"
100144,冢本天满,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100145,播磨拳儿,5,5,5,0,5,5,6,0,0,0,31,,31,"Q4,Q8,Q9,Q10"
100146,泽近爱理,0,0,5,5,0,5,0,0,6,0,21,,21,"Q1,Q2,Q5,Q7,Q8,Q10"
100147,周防美琴,5,5,0,5,5,0,0,0,6,6,32,,32,"Q3,Q6,Q7,Q8"
100148,宫前佳奈子,0,5,5,0,0,0,0,6,0,0,16,,16,"Q1,Q4,Q5,Q6,Q7,Q9,Q10"
100149,祇堂鞠也,5,5,5,5,0,5,6,0,0,3,34,,34,"Q5,Q8,Q9"
100150,汐王寺茉莉花,5,0,5,5,5,5,6,3,0,3,37,,37,"Q2,Q9"
