考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,5,0,5,0,5,5,0,0,0,0,20,,20,"Q1,Q2,Q4,Q6,Q9,Q10,Q11,Q12"
100202,流川枫,0,0,0,5,5,0,5,5,0,5,0,0,25,,25,"Q1,Q2,Q3,Q6,Q9,Q11,Q12"
100203,赤木刚宪,5,5,5,5,5,5,5,5,5,5,6,0,56,,56,Q12
100204,三井寿,0,5,5,5,5,0,5,5,5,5,2,6,48,,48,"Q1,Q6"
100205,宫城良田,5,5,0,0,0,0,0,0,0,5,6,0,21,,21,"Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q12"
100206,木暮公延,5,5,0,5,5,5,0,5,5,5,6,0,46,,46,"Q3,Q7,Q12"
100207,彩子,5,0,0,0,5,5,5,0,0,0,0,0,20,,20,"Q2,Q3,Q4,Q8,Q9,Q10,Q11,Q12"
100208,赤木晴子,5,5,0,5,0,0,0,5,0,5,0,0,25,,25,"Q3,Q5,Q6,Q7,Q9,Q11,Q12"
100209,仙道彰,5,5,0,5,0,0,5,5,0,0,0,0,25,,25,"Q3,Q5,Q6,Q9,Q10,Q11,Q12"
100210,藤真健司,5,0,5,5,5,0,5,0,5,5,6,0,41,,41,"Q2,Q6,Q8,Q12"
100211,牧绅一,5,5,0,5,5,0,0,0,0,0,0,6,26,,26,"Q3,Q6,Q7,Q8,Q9,Q10,Q11"
100212,清田信长,5,0,5,5,5,0,5,5,5,5,0,6,46,,46,"Q2,Q6,Q11"
100213,神宗一郎,5,5,5,5,0,5,5,0,5,5,3,6,49,,49,"Q5,Q8"
100214,鱼住纯,5,0,0,0,0,0,5,0,5,0,0,6,21,,21,"Q2,Q3,Q4,Q5,Q6,Q8,Q10,Q11"
100215,福田吉兆,0,0,5,0,0,0,5,5,5,0,0,0,20,,20,"Q1,Q2,Q4,Q5,Q6,Q10,Q11,Q12"
100216,河田雅史,0,0,0,5,0,0,0,0,0,5,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q11,Q12"
100217,泽北荣治,5,0,0,5,0,0,5,0,0,0,0,6,21,,21,"Q2,Q3,Q5,Q6,Q8,Q9,Q10,Q11"
100218,深津一成,5,0,0,5,0,0,0,0,0,0,0,0,10,,10,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100219,松本稔,5,0,5,5,5,5,5,0,5,0,0,6,41,,41,"Q2,Q8,Q10,Q11"
100220,野边将广,5,5,0,0,0,0,5,5,5,0,0,0,25,,25,"Q3,Q4,Q5,Q6,Q10,Q11,Q12"
100221,日向翔阳,5,5,0,0,0,0,0,0,5,0,0,0,15,,15,"Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12"
100222,影山飞雄,0,5,0,0,0,0,0,5,0,5,0,0,15,,15,"Q1,Q3,Q4,Q5,Q6,Q7,Q9,Q11,Q12"
100223,泽村大地,0,0,0,5,5,0,5,0,0,0,3,0,18,,18,"Q1,Q2,Q3,Q6,Q8,Q9,Q10,Q12"
100224,菅原孝支,0,0,5,0,0,0,0,0,5,0,0,6,16,,16,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q10,Q11"
100225,缘下力,5,5,5,0,0,5,5,5,0,5,3,6,44,,44,"Q4,Q5,Q9"
100226,西谷夕,5,0,0,5,0,5,0,0,0,0,0,0,15,,15,"Q2,Q3,Q5,Q7,Q8,Q9,Q10,Q11,Q12"
100227,东峰旭,0,0,0,0,0,0,0,0,0,0,6,3,9,,9,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100228,月岛萤,5,5,5,5,5,5,5,5,5,5,6,5,61,,61,
100229,山口忠,5,5,5,5,5,5,5,5,0,5,6,3,54,,54,Q9
100230,及川彻,0,0,5,5,0,0,5,5,5,5,6,0,36,,36,"Q1,Q2,Q5,Q6,Q12"
100231,岩泉一,5,0,5,5,0,5,5,0,5,5,0,6,41,,41,"Q2,Q5,Q8,Q11"
100232,黑尾铁朗,0,0,0,5,0,5,5,0,0,0,0,0,15,,15,"Q1,Q2,Q3,Q5,Q8,Q9,Q10,Q11,Q12"
100233,孤爪研磨,5,5,5,5,0,5,0,5,5,5,0,6,46,,46,"Q5,Q7,Q11"
100234,木兔光太郎,0,5,0,5,0,0,5,0,5,0,0,0,20,,20,"Q1,Q3,Q5,Q6,Q8,Q10,Q11,Q12"
100235,赤苇京治,0,0,0,5,0,5,5,0,0,0,0,0,15,,15,"Q1,Q2,Q3,Q5,Q8,Q9,Q10,Q11,Q12"
100236,牛岛若利,5,5,5,0,5,5,5,5,5,0,0,0,40,,40,"Q4,Q10,Q11,Q12"
100237,天童觉,5,0,5,5,5,0,0,0,0,5,0,0,25,,25,"Q2,Q6,Q7,Q8,Q9,Q11,Q12"
100238,星海光来,0,0,5,0,0,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100239,佐久早圣臣,5,0,0,5,0,5,5,0,0,5,0,0,25,,25,"Q2,Q3,Q5,Q8,Q9,Q11,Q12"
100240,宫侑,0,5,0,5,5,0,0,0,0,5,0,0,20,,20,"Q1,Q3,Q6,Q7,Q8,Q9,Q11,Q12"
100241,幸平创真,0,5,0,0,5,0,0,5,0,0,0,0,15,,15,"Q1,Q3,Q4,Q6,Q7,Q9,Q10,Q11,Q12"
100242,薙切绘里奈,5,5,5,5,0,0,0,5,0,0,0,6,31,,31,"Q5,Q6,Q7,Q9,Q10,Q11"
100243,田所惠,0,5,5,5,0,5,5,5,5,5,0,0,40,,40,"Q1,Q5,Q11,Q12"
100244,塔克米阿尔迪尼,5,0,5,5,5,5,5,5,0,5,6,2,48,,48,"Q2,Q9"
100245,伊萨米阿尔迪尼,5,5,0,5,5,5,5,5,5,5,6,0,51,,51,"Q3,Q12"
100246,幸平城一郎,5,0,0,0,5,0,0,0,0,5,6,0,21,,21,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q12"
100247,堂岛银,0,0,5,5,5,5,5,5,0,0,0,0,30,,30,"Q1,Q2,Q9,Q10,Q11,Q12"
100248,四宫小次郎,0,0,5,5,5,0,5,5,5,0,6,0,36,,36,"Q1,Q2,Q6,Q10,Q12"
100249,水户郁魅,5,0,5,0,0,5,0,0,0,0,0,0,15,,15,"Q2,Q4,Q5,Q7,Q8,Q9,Q10,Q11,Q12"
100250,吉野悠姬,5,0,5,0,5,0,5,0,5,0,6,4,35,,35,"Q2,Q4,Q6,Q8,Q10"
