考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,5,5,5,6,6,6,2,35,,35,
100002,日代千鹤,0,5,0,6,0,0,0,11,,11,"Q1,Q3,Q5,Q6,Q7"
100003,高坂京介,5,0,0,0,0,6,6,17,,17,"Q2,Q3,Q4,Q5"
100004,高坂桐乃,0,5,5,0,0,0,6,16,,16,"Q1,Q4,Q5,Q6"
100005,逢坂大河,5,5,5,0,6,6,3,30,,30,Q4
100006,牧之原翔子,0,5,5,0,0,0,2,12,,12,"Q1,Q4,Q5,Q6"
100007,折木奉太郎,5,5,5,0,0,0,6,21,,21,"Q4,Q5,Q6"
100008,千反田爱瑠,0,5,0,0,6,0,0,11,,11,"Q1,Q3,Q4,Q6,Q7"
100009,福部里志,0,5,5,0,6,4,6,26,,26,"Q1,Q4"
100010,伊原摩耶花,0,0,0,0,0,6,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q7"
100011,凉宫春日,0,5,0,0,0,6,0,11,,11,"Q1,Q3,Q4,Q5,Q7"
100012,长门有希,5,5,5,4,0,0,6,25,,25,"Q5,Q6"
100013,朝比奈实玖瑠,5,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7"
100014,古泉一树,0,5,5,2,0,0,0,12,,12,"Q1,Q5,Q6,Q7"
100015,佐佐木,5,5,5,3,6,0,6,30,,30,Q6
100016,小鸟游六花,5,5,0,3,3,0,4,20,,20,"Q3,Q6"
100017,富樫勇太,5,0,0,0,0,6,3,14,,14,"Q2,Q3,Q4,Q5"
100018,丹生谷森夏,0,5,5,6,2,0,0,18,,18,"Q1,Q6,Q7"
100019,凸守早苗,0,5,5,0,6,6,6,28,,28,"Q1,Q4"
100020,七宫智音,0,0,5,6,0,0,0,11,,11,"Q1,Q2,Q5,Q6,Q7"
100021,神田空太,5,0,5,0,6,3,6,25,,25,"Q2,Q4"
100022,椎名真白,5,5,5,6,6,0,0,27,,27,"Q6,Q7"
100023,青山七海,0,5,5,0,0,6,0,16,,16,"Q1,Q4,Q5,Q7"
100024,上井草美咲,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100025,三鹰仁,5,5,5,3,3,0,6,27,,27,Q6
100026,赤坂龙之介,0,0,0,4,6,0,3,13,,13,"Q1,Q2,Q3,Q6"
100027,绫小路清隆,5,5,5,6,6,6,0,33,,33,Q7
100028,堀北铃音,5,5,5,6,6,6,5,38,,38,
100029,栉田桔梗,5,5,5,6,6,0,0,27,,27,"Q6,Q7"
100030,轻井泽惠,5,0,5,0,6,0,4,20,,20,"Q2,Q4,Q6"
100031,一之濑帆波,5,5,5,0,6,0,0,21,,21,"Q4,Q6,Q7"
100032,坂柳有栖,5,5,5,6,6,6,5,38,,38,
100033,龙园翔,5,5,5,6,6,6,5,38,,38,
100034,比企谷八幡,5,5,5,0,4,0,3,22,,22,"Q4,Q6"
100035,雪之下雪乃,0,5,0,6,0,0,6,17,,17,"Q1,Q3,Q5,Q6"
100036,由比滨结衣,0,5,5,0,6,0,6,22,,22,"Q1,Q4,Q6"
100037,一色彩羽,5,5,5,6,3,0,6,30,,30,Q6
100038,户冢彩加,0,5,5,3,6,6,0,25,,25,"Q1,Q7"
100039,平泽唯,5,5,5,2,3,6,6,32,,32,
100040,秋山澪,5,5,5,0,6,6,4,31,,31,Q4
100041,田井中律,0,0,0,0,6,0,3,9,,9,"Q1,Q2,Q3,Q4,Q6"
100042,琴吹䌷,0,0,0,6,0,0,0,6,,6,"Q1,Q2,Q3,Q5,Q6,Q7"
100043,中野梓,0,5,5,3,6,0,0,19,,19,"Q1,Q6,Q7"
100044,黄前久美子,5,0,5,0,0,6,0,16,,16,"Q2,Q4,Q5,Q7"
100045,高坂丽奈,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100046,川岛绿辉,0,5,0,0,0,0,6,11,,11,"Q1,Q3,Q4,Q5,Q6"
100047,加藤叶月,0,0,0,6,0,0,0,6,,6,"Q1,Q2,Q3,Q5,Q6,Q7"
100048,田中明日香,0,0,0,0,0,0,4,4,,4,"Q1,Q2,Q3,Q4,Q5,Q6"
100049,伞木希美,0,5,5,0,0,6,2,18,,18,"Q1,Q4,Q5"
100050,铠冢霙,0,5,0,0,0,3,4,12,,12,"Q1,Q3,Q4,Q5"
