考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,5,5,5,5,5,0,0,0,35,,35,"Q8,Q9,Q10"
100102,影山飞雄,5,0,0,5,5,0,0,0,6,6,27,,27,"Q2,Q3,Q6,Q7,Q8"
100103,黑子哲也,5,5,0,5,0,0,5,5,0,0,25,,25,"Q3,Q5,Q6,Q9,Q10"
100104,越前龙马,0,5,0,5,0,5,5,0,6,0,26,,26,"Q1,Q3,Q5,Q8,Q10"
100105,洁世一,5,5,5,5,0,5,5,5,2,6,43,,43,Q5
100106,星野裕,5,0,5,0,5,5,5,0,4,6,35,,35,"Q2,Q4,Q8"
100107,月本诚,0,5,0,0,0,5,5,5,6,4,30,,30,"Q1,Q3,Q4,Q5"
100108,风间龙一,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100109,佐久间学,0,0,5,5,0,0,5,0,0,6,21,,21,"Q1,Q2,Q5,Q6,Q8,Q9"
100110,矢口八虎,5,0,5,0,5,5,0,0,0,0,20,,20,"Q2,Q4,Q7,Q8,Q9,Q10"
100111,高桥世田介,5,5,5,5,5,5,5,5,0,6,46,,46,Q9
100112,桥田悠,5,5,0,5,5,5,5,0,3,0,33,,33,"Q3,Q8,Q10"
100113,桑名真希,0,0,0,0,5,0,0,5,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10"
100114,进藤光,5,5,5,0,5,0,0,5,0,6,31,,31,"Q4,Q6,Q7,Q9"
100115,塔矢亮,5,0,5,0,0,5,5,0,0,0,20,,20,"Q2,Q4,Q5,Q8,Q9,Q10"
100116,藤原佐为,5,0,5,0,0,5,0,5,0,0,20,,20,"Q2,Q4,Q5,Q7,Q9,Q10"
100117,和谷义高,5,0,5,5,5,0,5,0,0,6,31,,31,"Q2,Q6,Q8,Q9"
100118,竹本祐太,5,5,5,5,5,5,5,5,0,3,43,,43,Q9
100119,森田忍,5,0,0,5,5,0,5,0,0,6,26,,26,"Q2,Q3,Q6,Q8,Q9"
100120,真山巧,5,5,5,0,5,5,5,0,6,2,38,,38,"Q4,Q8"
100121,山田亚弓,5,5,5,5,5,5,5,0,6,0,41,,41,"Q8,Q10"
100122,花本育,0,0,0,0,0,0,0,5,3,0,8,,8,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10"
100123,野田惠,5,5,0,0,0,5,0,0,4,4,23,,23,"Q3,Q4,Q5,Q7,Q8"
100124,千秋真一,5,5,5,5,5,5,5,5,2,6,48,,48,
100125,奥山真澄,0,0,0,5,0,0,0,5,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q7,Q9,Q10"
100126,峰龙太郎,0,5,0,5,5,0,5,0,6,6,32,,32,"Q1,Q3,Q6,Q8"
100127,日野香穗子,5,5,5,5,5,5,5,0,6,4,45,,45,Q8
100128,月森莲,0,5,5,5,0,0,5,5,0,6,31,,31,"Q1,Q5,Q6,Q9"
100129,土浦梁太郎,5,0,5,5,5,5,5,5,6,6,47,,47,Q2
100130,志水桂一,5,0,5,0,5,0,5,5,3,0,28,,28,"Q2,Q4,Q6,Q10"
100131,泷岛彗,5,5,5,5,0,5,5,5,6,2,43,,43,Q5
100132,华园光,5,5,0,0,5,5,0,0,0,0,20,,20,"Q3,Q4,Q7,Q8,Q9,Q10"
100133,杂贺八寻,0,5,0,0,5,0,5,0,3,0,18,,18,"Q1,Q3,Q4,Q6,Q8,Q10"
100134,狩野宙,5,0,5,0,5,5,0,0,0,6,26,,26,"Q2,Q4,Q7,Q8,Q9"
100135,鲇泽美咲,0,0,0,0,5,0,0,0,0,2,7,,7,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9"
100136,碓冰拓海,0,5,0,5,0,0,0,0,0,0,10,,10,"Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100137,花园樱,0,5,5,0,5,5,0,5,0,6,31,,31,"Q1,Q4,Q7,Q9"
100138,加贺静子,0,5,5,0,0,5,0,5,2,6,28,,28,"Q1,Q4,Q5,Q7"
100139,藤冈春绯,5,0,5,5,0,5,0,5,6,6,37,,37,"Q2,Q5,Q7"
100140,须王环,5,0,0,0,0,0,0,5,6,0,16,,16,"Q2,Q3,Q4,Q5,Q6,Q7,Q10"
100141,凤镜夜,0,5,0,0,5,0,5,5,0,0,20,,20,"Q1,Q3,Q4,Q6,Q9,Q10"
100142,常陆院光,0,0,5,0,0,0,5,5,6,3,24,,24,"Q1,Q2,Q4,Q5,Q6"
100143,常陆院馨,0,5,0,0,5,5,5,0,0,3,23,,23,"Q1,Q3,Q4,Q8,Q9"
100144,冢本天满,5,5,0,0,0,5,0,0,0,0,15,,15,"Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100145,播磨拳儿,5,5,5,0,0,0,0,5,6,2,28,,28,"Q4,Q5,Q6,Q7"
100146,泽近爱理,0,5,0,0,5,0,5,0,0,0,15,,15,"Q1,Q3,Q4,Q6,Q8,Q9,Q10"
100147,周防美琴,0,5,5,0,0,0,0,5,0,0,15,,15,"Q1,Q4,Q5,Q6,Q7,Q9,Q10"
100148,宫前佳奈子,0,5,5,0,0,0,0,5,0,6,21,,21,"Q1,Q4,Q5,Q6,Q7,Q9"
100149,祇堂鞠也,0,5,0,5,5,5,5,5,0,6,36,,36,"Q1,Q3,Q9"
100150,汐王寺茉莉花,5,0,5,0,0,5,5,5,6,6,37,,37,"Q2,Q4,Q5"
