考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,5,5,5,5,5,5,5,6,6,0,47,,47,Q10
100002,日代千鹤,0,5,0,0,0,0,0,6,6,6,23,,23,"Q1,Q3,Q4,Q5,Q6,Q7"
100003,高坂京介,0,0,0,0,0,0,5,3,6,6,20,,20,"Q1,Q2,Q3,Q4,Q5,Q6"
100004,高坂桐乃,0,5,5,5,0,5,0,0,0,6,26,,26,"Q1,Q5,Q7,Q8,Q9"
100005,逢坂大河,0,5,5,5,5,5,0,6,6,6,43,,43,"Q1,Q7"
100006,牧之原翔子,0,5,0,0,0,0,5,6,6,0,22,,22,"Q1,Q3,Q4,Q5,Q6,Q10"
100007,折木奉太郎,0,5,5,5,5,5,5,6,6,4,46,,46,Q1
100008,千反田爱瑠,0,0,0,0,0,0,0,6,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100009,福部里志,0,0,0,0,5,5,5,6,6,6,33,,33,"Q1,Q2,Q3,Q4"
100010,伊原摩耶花,5,5,5,5,5,0,0,0,0,6,31,,31,"Q6,Q7,Q8,Q9"
100011,凉宫春日,5,0,0,0,0,5,0,0,0,0,10,,10,"Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100012,长门有希,0,5,5,0,5,0,0,0,6,0,21,,21,"Q1,Q4,Q6,Q7,Q8,Q10"
100013,朝比奈实玖瑠,0,5,0,5,5,5,0,0,0,0,20,,20,"Q1,Q3,Q7,Q8,Q9,Q10"
100014,古泉一树,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100015,佐佐木,5,5,0,5,0,5,5,6,6,6,43,,43,"Q3,Q5"
100016,小鸟游六花,5,5,5,5,5,5,5,0,3,6,44,,44,Q8
100017,富樫勇太,5,0,5,0,5,5,0,6,0,0,26,,26,"Q2,Q4,Q7,Q9,Q10"
100018,丹生谷森夏,0,5,5,0,0,5,5,0,3,0,23,,23,"Q1,Q4,Q5,Q8,Q10"
100019,凸守早苗,0,5,0,5,5,5,5,6,6,3,40,,40,"Q1,Q3"
100020,七宫智音,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100021,神田空太,5,5,5,5,0,5,5,0,6,0,36,,36,"Q5,Q8,Q10"
100022,椎名真白,5,5,5,5,5,5,5,6,2,6,49,,49,
100023,青山七海,0,0,0,5,5,0,0,4,3,6,23,,23,"Q1,Q2,Q3,Q6,Q7"
100024,上井草美咲,5,5,0,0,0,0,0,0,6,0,16,,16,"Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100025,三鹰仁,5,0,5,5,5,5,5,6,2,2,40,,40,Q2
100026,赤坂龙之介,0,0,5,0,0,0,5,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q6,Q8,Q9,Q10"
100027,绫小路清隆,5,0,5,0,0,0,0,0,0,6,16,,16,"Q2,Q4,Q5,Q6,Q7,Q8,Q9"
100028,堀北铃音,0,5,0,5,0,0,5,0,0,0,15,,15,"Q1,Q3,Q5,Q6,Q8,Q9,Q10"
100029,栉田桔梗,5,5,5,5,5,5,5,0,0,6,41,,41,"Q8,Q9"
100030,轻井泽惠,0,5,5,5,5,0,0,0,0,6,26,,26,"Q1,Q6,Q7,Q8,Q9"
100031,一之濑帆波,0,5,5,5,5,5,5,6,6,6,48,,48,Q1
100032,坂柳有栖,5,5,5,5,5,5,5,0,6,0,41,,41,"Q8,Q10"
100033,龙园翔,0,5,0,5,0,5,5,0,0,0,20,,20,"Q1,Q3,Q5,Q8,Q9,Q10"
100034,比企谷八幡,5,5,5,5,5,5,5,6,6,5,52,,52,
100035,雪之下雪乃,0,0,0,5,5,0,5,0,0,0,15,,15,"Q1,Q2,Q3,Q6,Q8,Q9,Q10"
100036,由比滨结衣,5,0,5,5,0,0,5,0,0,0,20,,20,"Q2,Q5,Q6,Q8,Q9,Q10"
100037,一色彩羽,5,5,5,5,5,5,5,6,0,0,41,,41,"Q9,Q10"
100038,户冢彩加,5,0,5,5,5,5,0,6,6,6,43,,43,"Q2,Q7"
100039,平泽唯,5,5,5,5,5,5,5,6,3,0,44,,44,Q10
100040,秋山澪,5,0,5,0,0,5,0,0,6,6,27,,27,"Q2,Q4,Q5,Q7,Q8"
100041,田井中律,5,5,5,5,5,5,5,0,6,6,47,,47,Q8
100042,琴吹䌷,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q10"
