考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,0,0,5,6,6,27,,27,"Q3,Q4"
100102,影山飞雄,5,0,5,0,5,0,0,15,,15,"Q2,Q4,Q6,Q7"
100103,黑子哲也,5,5,0,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6,Q7"
100104,越前龙马,5,5,0,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6,Q7"
100105,洁世一,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6"
100106,星野裕,5,5,5,5,5,6,5,36,,36,
100107,月本诚,0,0,5,5,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7"
100108,风间龙一,0,0,0,5,0,0,4,9,,9,"Q1,Q2,Q3,Q5,Q6"
100109,佐久间学,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7"
100110,矢口八虎,5,5,0,5,5,4,6,30,,30,Q3
100111,高桥世田介,5,0,0,5,5,6,3,24,,24,"Q2,Q3"
100112,桥田悠,0,5,0,5,5,4,2,21,,21,"Q1,Q3"
100113,桑名真希,0,0,0,5,0,0,4,9,,9,"Q1,Q2,Q3,Q5,Q6"
100114,进藤光,0,5,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7"
100115,塔矢亮,0,0,0,0,5,0,6,11,,11,"Q1,Q2,Q3,Q4,Q6"
100116,藤原佐为,0,5,0,0,5,6,6,22,,22,"Q1,Q3,Q4"
100117,和谷义高,0,0,5,5,0,0,2,12,,12,"Q1,Q2,Q5,Q6"
100118,竹本祐太,5,5,5,5,5,3,0,28,,28,Q7
100119,森田忍,0,5,5,5,5,0,0,20,,20,"Q1,Q6,Q7"
100120,真山巧,5,0,5,5,0,3,6,24,,24,"Q2,Q5"
100121,山田亚弓,0,5,5,5,0,6,6,27,,27,"Q1,Q5"
100122,花本育,0,0,0,5,0,0,6,11,,11,"Q1,Q2,Q3,Q5,Q6"
100123,野田惠,5,5,0,0,5,3,0,18,,18,"Q3,Q4,Q7"
100124,千秋真一,5,5,5,5,0,6,0,26,,26,"Q5,Q7"
100125,奥山真澄,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7"
100126,峰龙太郎,5,5,5,5,0,0,6,26,,26,"Q5,Q6"
100127,日野香穗子,5,5,5,5,0,0,6,26,,26,"Q5,Q6"
100128,月森莲,5,0,5,5,5,0,0,20,,20,"Q2,Q6,Q7"
100129,土浦梁太郎,5,0,5,5,5,2,6,28,,28,Q2
100130,志水桂一,5,5,5,5,5,0,2,27,,27,Q6
100131,泷岛彗,5,5,5,5,5,2,0,27,,27,Q7
100132,华园光,5,0,5,0,0,0,6,16,,16,"Q2,Q4,Q5,Q6"
100133,杂贺八寻,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100134,狩野宙,5,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7"
100135,鲇泽美咲,0,0,5,5,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7"
100136,碓冰拓海,5,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7"
100137,花园樱,5,5,0,5,0,0,0,15,,15,"Q3,Q5,Q6,Q7"
100138,加贺静子,5,0,0,0,0,6,2,13,,13,"Q2,Q3,Q4,Q5"
100139,藤冈春绯,5,5,0,5,0,2,0,17,,17,"Q3,Q5,Q7"
100140,须王环,5,0,0,5,5,6,6,27,,27,"Q2,Q3"
100141,凤镜夜,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7"
100142,常陆院光,5,0,0,5,5,3,6,24,,24,"Q2,Q3"
100143,常陆院馨,0,5,0,0,0,6,0,11,,11,"Q1,Q3,Q4,Q5,Q7"
100144,冢本天满,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7"
100145,播磨拳儿,5,5,0,5,0,0,3,18,,18,"Q3,Q5,Q6"
100146,泽近爱理,5,0,0,5,5,0,0,15,,15,"Q2,Q3,Q6,Q7"
100147,周防美琴,5,0,0,0,0,0,3,8,,8,"Q2,Q3,Q4,Q5,Q6"
100148,宫前佳奈子,0,5,0,0,5,0,6,16,,16,"Q1,Q3,Q4,Q6"
100149,祇堂鞠也,0,5,5,5,5,4,0,24,,24,"Q1,Q7"
100150,汐王寺茉莉花,5,5,5,5,5,4,0,29,,29,Q7
