考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,5,5,0,5,0,5,5,5,3,0,33,,33,"Q1,Q2,Q5,Q7,Q12"
100202,流川枫,5,5,5,0,0,5,0,5,5,5,6,6,47,,47,"Q4,Q5,Q7"
100203,赤木刚宪,5,5,5,5,5,5,5,5,5,5,6,0,56,,56,Q12
100204,三井寿,0,5,5,0,5,5,0,5,5,5,0,6,41,,41,"Q1,Q4,Q7,Q11"
100205,宫城良田,5,5,0,0,5,5,0,5,0,5,6,6,42,,42,"Q3,Q4,Q7,Q9"
100206,木暮公延,5,5,5,5,5,5,5,5,5,5,0,6,56,,56,Q11
100207,彩子,0,0,0,0,0,5,5,0,0,0,3,0,13,,13,"Q1,Q2,Q3,Q4,Q5,Q8,Q9,Q10,Q12"
100208,赤木晴子,0,5,5,5,5,0,0,0,0,5,6,0,31,,31,"Q1,Q6,Q7,Q8,Q9,Q12"
100209,仙道彰,0,5,0,0,0,0,5,0,0,0,0,0,10,,10,"Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12"
100210,藤真健司,5,5,0,5,5,5,0,5,0,5,0,0,35,,35,"Q3,Q7,Q9,Q11,Q12"
100211,牧绅一,5,0,5,5,0,0,0,0,0,5,0,0,20,,20,"Q2,Q5,Q6,Q7,Q8,Q9,Q11,Q12"
100212,清田信长,5,0,5,5,5,5,5,5,5,5,6,0,51,,51,"Q2,Q12"
100213,神宗一郎,5,5,0,0,5,5,5,5,5,5,0,4,44,,44,"Q3,Q4,Q11"
100214,鱼住纯,0,0,0,0,0,0,5,0,5,5,3,0,18,,18,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q12"
100215,福田吉兆,5,5,0,5,0,0,0,5,5,0,0,0,25,,25,"Q3,Q5,Q6,Q7,Q10,Q11,Q12"
100216,河田雅史,0,5,5,0,0,0,5,0,0,5,6,0,26,,26,"Q1,Q4,Q5,Q6,Q8,Q9,Q12"
100217,泽北荣治,0,0,0,0,5,0,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q8,Q9,Q10,Q11,Q12"
100218,深津一成,0,0,0,5,0,0,5,0,0,5,0,0,15,,15,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q11,Q12"
100219,松本稔,5,0,5,0,5,0,5,0,0,5,0,0,25,,25,"Q2,Q4,Q6,Q8,Q9,Q11,Q12"
100220,野边将广,0,5,0,0,5,5,0,0,0,5,0,0,20,,20,"Q1,Q3,Q4,Q7,Q8,Q9,Q11,Q12"
100221,日向翔阳,5,0,5,5,0,0,0,0,0,0,0,0,15,,15,"Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100222,影山飞雄,5,5,0,0,0,5,0,5,0,0,2,0,22,,22,"Q3,Q4,Q5,Q7,Q9,Q10,Q12"
100223,泽村大地,0,5,0,0,5,0,5,5,5,0,0,6,31,,31,"Q1,Q3,Q4,Q6,Q10,Q11"
100224,菅原孝支,0,0,0,0,0,5,0,0,5,5,0,0,15,,15,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q11,Q12"
100225,缘下力,5,5,0,0,0,0,5,5,5,5,6,0,36,,36,"Q3,Q4,Q5,Q6,Q12"
100226,西谷夕,0,0,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q5,Q8,Q9,Q10,Q11,Q12"
100227,东峰旭,0,0,5,0,0,0,0,0,0,0,4,0,9,,9,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100228,月岛萤,0,0,5,5,5,5,5,5,5,5,6,6,52,,52,"Q1,Q2"
100229,山口忠,5,5,5,5,5,5,5,5,5,5,6,5,61,,61,
100230,及川彻,0,5,5,5,5,5,5,0,5,5,0,0,40,,40,"Q1,Q8,Q11,Q12"
100231,岩泉一,0,0,5,5,0,0,0,5,0,5,6,0,26,,26,"Q1,Q2,Q5,Q6,Q7,Q9,Q12"
100232,黑尾铁朗,0,5,0,0,0,5,5,0,0,5,0,4,24,,24,"Q1,Q3,Q4,Q5,Q8,Q9,Q11"
100233,孤爪研磨,5,5,0,5,5,5,5,5,5,5,0,0,45,,45,"Q3,Q11,Q12"
100234,木兔光太郎,5,5,5,0,5,0,0,0,5,5,0,4,34,,34,"Q4,Q6,Q7,Q8,Q11"
100235,赤苇京治,0,0,5,0,5,0,0,0,0,0,0,0,10,,10,"Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100236,牛岛若利,5,5,5,0,5,5,5,5,5,5,6,0,51,,51,"Q4,Q12"
100237,天童觉,0,0,0,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10,Q11,Q12"
100238,星海光来,0,0,0,0,0,5,5,0,5,0,0,0,15,,15,"Q1,Q2,Q3,Q4,Q5,Q8,Q10,Q11,Q12"
100239,佐久早圣臣,0,0,5,0,0,0,0,5,0,0,0,6,16,,16,"Q1,Q2,Q4,Q5,Q6,Q7,Q9,Q10,Q11"
100240,宫侑,0,0,0,0,5,0,0,0,5,0,6,6,22,,22,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q10"
100241,幸平创真,0,5,5,0,0,5,5,5,0,5,0,0,30,,30,"Q1,Q4,Q5,Q9,Q11,Q12"
100242,薙切绘里奈,5,0,5,0,5,5,5,0,5,0,0,0,30,,30,"Q2,Q4,Q8,Q10,Q11,Q12"
100243,田所惠,5,5,5,5,5,5,5,5,5,5,6,0,56,,56,Q12
100244,塔克米阿尔迪尼,5,5,5,5,5,0,5,5,0,0,0,6,41,,41,"Q6,Q9,Q10,Q11"
100245,伊萨米阿尔迪尼,5,5,5,0,5,5,5,0,0,5,0,0,35,,35,"Q4,Q8,Q9,Q11,Q12"
100246,幸平城一郎,0,0,0,0,0,0,0,0,5,0,0,6,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11"
100247,堂岛银,5,5,5,5,0,5,5,5,0,5,3,2,45,,45,"Q5,Q9"
100248,四宫小次郎,5,5,5,5,0,5,5,0,5,0,6,0,41,,41,"Q5,Q8,Q10,Q12"
100249,水户郁魅,0,5,5,5,0,0,0,5,0,0,0,3,23,,23,"Q1,Q5,Q6,Q7,Q9,Q10,Q11"
100250,吉野悠姬,0,0,5,5,0,5,5,5,5,0,0,6,36,,36,"Q1,Q2,Q5,Q10,Q11"
