考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,5,0,5,5,0,6,0,6,0,27,,27,"Q2,Q5,Q7,Q9"
100002,日代千鹤,5,5,0,0,5,0,0,0,6,21,,21,"Q3,Q4,Q6,Q7,Q8"
100003,高坂京介,0,0,5,0,0,6,0,0,6,17,,17,"Q1,Q2,Q4,Q5,Q7,Q8"
100004,高坂桐乃,5,5,0,0,0,3,6,0,0,19,,19,"Q3,Q4,Q5,Q8,Q9"
100005,逢坂大河,5,5,5,5,5,6,0,0,6,37,,37,"Q7,Q8"
100006,牧之原翔子,5,0,5,0,5,0,6,0,4,25,,25,"Q2,Q4,Q6,Q8"
100007,折木奉太郎,5,5,5,5,5,6,2,3,4,40,,40,
100008,千反田爱瑠,0,5,5,0,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8,Q9"
100009,福部里志,5,5,0,5,0,0,0,0,0,15,,15,"Q3,Q5,Q6,Q7,Q8,Q9"
100010,伊原摩耶花,5,0,0,5,0,0,0,0,0,10,,10,"Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100011,凉宫春日,5,0,0,5,0,6,0,0,0,16,,16,"Q2,Q3,Q5,Q7,Q8,Q9"
100012,长门有希,5,5,5,0,0,6,3,2,6,32,,32,"Q4,Q5"
100013,朝比奈实玖瑠,0,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100014,古泉一树,5,0,0,0,5,0,2,6,6,24,,24,"Q2,Q3,Q4,Q6"
100015,佐佐木,5,5,5,5,5,0,6,0,6,37,,37,"Q6,Q8"
100016,小鸟游六花,5,5,5,5,0,0,0,0,0,20,,20,"Q5,Q6,Q7,Q8,Q9"
100017,富樫勇太,5,0,0,0,0,6,0,6,0,17,,17,"Q2,Q3,Q4,Q5,Q7,Q9"
100018,丹生谷森夏,5,5,5,5,5,0,0,6,6,37,,37,"Q6,Q7"
100019,凸守早苗,5,5,5,5,5,3,0,6,6,40,,40,Q7
100020,七宫智音,5,5,0,0,0,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100021,神田空太,5,5,0,0,0,6,6,2,0,24,,24,"Q3,Q4,Q5,Q9"
100022,椎名真白,5,5,5,0,0,0,0,6,6,27,,27,"Q4,Q5,Q6,Q7"
100023,青山七海,0,5,0,0,0,0,0,0,3,8,,8,"Q1,Q3,Q4,Q5,Q6,Q7,Q8"
100024,上井草美咲,5,0,5,0,5,0,0,6,0,21,,21,"Q2,Q4,Q6,Q7,Q9"
100025,三鹰仁,5,5,5,5,5,4,0,6,6,41,,41,Q7
100026,赤坂龙之介,0,0,5,0,0,6,0,0,0,11,,11,"Q1,Q2,Q4,Q5,Q7,Q8,Q9"
100027,绫小路清隆,5,5,5,5,5,4,0,4,6,39,,39,Q7
100028,堀北铃音,5,5,0,5,5,6,6,2,0,34,,34,"Q3,Q9"
100029,栉田桔梗,5,5,5,0,5,3,0,6,6,35,,35,"Q4,Q7"
100030,轻井泽惠,5,5,5,5,0,3,6,0,6,35,,35,"Q5,Q8"
100031,一之濑帆波,5,0,5,5,5,6,0,2,3,31,,31,"Q2,Q7"
100032,坂柳有栖,5,5,5,5,5,0,0,6,6,37,,37,"Q6,Q7"
100033,龙园翔,5,0,5,5,5,6,0,3,3,32,,32,"Q2,Q7"
100034,比企谷八幡,5,5,5,5,5,6,6,6,4,47,,47,
100035,雪之下雪乃,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9"
100036,由比滨结衣,5,5,0,0,5,0,6,6,0,27,,27,"Q3,Q4,Q6,Q9"
100037,一色彩羽,5,5,5,5,5,2,0,0,3,30,,30,"Q7,Q8"
100038,户冢彩加,0,5,0,5,5,0,0,0,6,21,,21,"Q1,Q3,Q6,Q7,Q8"
100039,平泽唯,5,0,5,5,5,0,6,3,6,35,,35,"Q2,Q6"
100040,秋山澪,0,0,0,5,5,0,4,6,6,26,,26,"Q1,Q2,Q3,Q6"
100041,田井中律,5,5,0,5,5,0,0,6,0,26,,26,"Q3,Q6,Q7,Q9"
100042,琴吹䌷,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100043,中野梓,5,5,0,5,5,0,6,2,6,34,,34,"Q3,Q6"
100044,黄前久美子,0,5,5,5,0,0,0,0,0,15,,15,"Q1,Q5,Q6,Q7,Q8,Q9"
100045,高坂丽奈,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100046,川岛绿辉,0,5,0,0,5,6,0,0,0,16,,16,"Q1,Q3,Q4,Q7,Q8,Q9"
100047,加藤叶月,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9"
100048,田中明日香,5,5,0,5,0,0,0,0,0,15,,15,"Q3,Q5,Q6,Q7,Q8,Q9"
100049,伞木希美,5,5,5,5,5,0,0,3,3,31,,31,"Q6,Q7"
100050,铠冢霙,0,5,5,5,5,0,6,2,6,34,,34,"Q1,Q6"
