考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,5,5,6,0,6,0,32,,32,"Q6,Q8"
100102,影山飞雄,0,5,5,5,6,3,0,3,27,,27,"Q1,Q7"
100103,黑子哲也,5,0,5,0,0,6,6,6,28,,28,"Q2,Q4,Q5"
100104,越前龙马,0,5,5,0,3,6,6,0,25,,25,"Q1,Q4,Q8"
100105,洁世一,5,5,5,5,6,6,6,0,38,,38,Q8
100106,星野裕,0,5,5,5,3,0,6,0,24,,24,"Q1,Q6,Q8"
100107,月本诚,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8"
100108,风间龙一,5,0,0,0,6,0,0,0,11,,11,"Q2,Q3,Q4,Q6,Q7,Q8"
100109,佐久间学,0,0,0,0,6,0,0,6,12,,12,"Q1,Q2,Q3,Q4,Q6,Q7"
100110,矢口八虎,5,5,0,0,0,6,0,0,16,,16,"Q3,Q4,Q5,Q7,Q8"
100111,高桥世田介,5,5,5,5,2,6,0,3,31,,31,Q7
100112,桥田悠,0,0,0,5,6,0,6,6,23,,23,"Q1,Q2,Q3,Q6"
100113,桑名真希,0,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8"
100114,进藤光,0,0,5,5,0,6,0,6,22,,22,"Q1,Q2,Q5,Q7"
100115,塔矢亮,5,0,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100116,藤原佐为,0,0,5,0,0,0,6,0,11,,11,"Q1,Q2,Q4,Q5,Q6,Q8"
100117,和谷义高,0,5,0,5,0,0,0,0,10,,10,"Q1,Q3,Q5,Q6,Q7,Q8"
100118,竹本祐太,5,5,0,5,6,6,6,6,39,,39,Q3
100119,森田忍,5,0,5,0,6,6,6,6,34,,34,"Q2,Q4"
100120,真山巧,5,0,5,5,0,0,6,0,21,,21,"Q2,Q5,Q6,Q8"
100121,山田亚弓,5,5,5,5,6,3,6,6,41,,41,
100122,花本育,0,0,5,5,0,0,6,0,16,,16,"Q1,Q2,Q5,Q6,Q8"
100123,野田惠,5,0,5,0,6,0,0,6,22,,22,"Q2,Q4,Q6,Q7"
100124,千秋真一,0,5,5,5,4,3,0,6,28,,28,"Q1,Q7"
100125,奥山真澄,0,0,5,0,2,0,0,0,7,,7,"Q1,Q2,Q4,Q6,Q7,Q8"
100126,峰龙太郎,0,0,0,5,6,0,0,6,17,,17,"Q1,Q2,Q3,Q6,Q7"
100127,日野香穗子,5,5,0,5,0,0,6,0,21,,21,"Q3,Q5,Q6,Q8"
100128,月森莲,5,0,0,0,0,0,6,6,17,,17,"Q2,Q3,Q4,Q5,Q6"
100129,土浦梁太郎,5,5,5,0,0,6,3,6,30,,30,"Q4,Q5"
100130,志水桂一,5,0,0,0,3,3,6,3,20,,20,"Q2,Q3,Q4"
100131,泷岛彗,5,5,5,0,0,0,6,6,27,,27,"Q4,Q5,Q6"
100132,华园光,0,5,5,5,0,0,6,0,21,,21,"Q1,Q5,Q6,Q8"
100133,杂贺八寻,0,5,5,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8"
100134,狩野宙,0,5,0,5,6,6,0,6,28,,28,"Q1,Q3,Q7"
100135,鲇泽美咲,0,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8"
100136,碓冰拓海,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8"
100137,花园樱,0,0,5,0,0,0,0,3,8,,8,"Q1,Q2,Q4,Q5,Q6,Q7"
100138,加贺静子,5,5,5,5,6,0,0,0,26,,26,"Q6,Q7,Q8"
100139,藤冈春绯,5,5,0,0,0,0,6,0,16,,16,"Q3,Q4,Q5,Q6,Q8"
100140,须王环,0,5,0,5,6,3,0,0,19,,19,"Q1,Q3,Q7,Q8"
100141,凤镜夜,0,0,0,0,0,0,6,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q8"
100142,常陆院光,5,0,0,0,0,3,6,3,17,,17,"Q2,Q3,Q4,Q5"
100143,常陆院馨,5,0,0,0,0,0,6,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q8"
100144,冢本天满,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100145,播磨拳儿,5,5,5,5,0,0,0,6,26,,26,"Q5,Q6,Q7"
100146,泽近爱理,0,5,5,5,6,0,0,0,21,,21,"Q1,Q6,Q7,Q8"
100147,周防美琴,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100148,宫前佳奈子,5,0,0,5,0,0,3,0,13,,13,"Q2,Q3,Q5,Q6,Q8"
100149,祇堂鞠也,5,5,5,5,6,0,6,6,38,,38,Q6
100150,汐王寺茉莉花,5,0,5,5,6,0,6,0,27,,27,"Q2,Q6,Q8"
