考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,5,0,5,0,5,5,6,4,6,36,,36,"Q1,Q2,Q4,Q6"
100202,流川枫,5,5,0,0,5,0,0,5,0,0,3,23,,23,"Q3,Q4,Q6,Q7,Q9,Q10"
100203,赤木刚宪,5,5,5,5,5,5,0,5,6,6,0,47,,47,"Q7,Q11"
100204,三井寿,0,5,5,5,5,5,5,0,0,3,6,39,,39,"Q1,Q8,Q9"
100205,宫城良田,5,5,0,5,5,0,0,5,6,6,0,37,,37,"Q3,Q6,Q7,Q11"
100206,木暮公延,5,5,0,5,5,0,5,5,3,6,3,42,,42,"Q3,Q6"
100207,彩子,0,0,5,0,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q6,Q8,Q9,Q10,Q11"
100208,赤木晴子,5,0,5,0,0,5,0,0,6,6,0,27,,27,"Q2,Q4,Q5,Q7,Q8,Q11"
100209,仙道彰,5,0,5,0,0,0,0,0,0,4,0,14,,14,"Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q11"
100210,藤真健司,0,5,5,5,5,5,0,5,6,0,6,42,,42,"Q1,Q7,Q10"
100211,牧绅一,0,5,5,0,5,5,0,5,3,6,0,34,,34,"Q1,Q4,Q7,Q11"
100212,清田信长,5,5,5,5,0,5,0,5,0,4,6,40,,40,"Q5,Q7,Q9"
100213,神宗一郎,5,5,5,5,5,5,5,5,0,6,6,52,,52,Q9
100214,鱼住纯,0,5,5,0,0,5,5,0,0,6,0,26,,26,"Q1,Q4,Q5,Q8,Q9,Q11"
100215,福田吉兆,0,0,0,0,0,0,0,0,4,6,0,10,,10,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q11"
100216,河田雅史,5,0,5,5,5,0,0,0,6,0,0,26,,26,"Q2,Q6,Q7,Q8,Q10,Q11"
100217,泽北荣治,5,0,0,0,0,0,0,0,6,6,6,23,,23,"Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100218,深津一成,5,5,5,5,5,0,5,0,0,6,0,36,,36,"Q6,Q8,Q9,Q11"
100219,松本稔,0,5,5,5,0,0,0,0,0,0,6,21,,21,"Q1,Q5,Q6,Q7,Q8,Q9,Q10"
100220,野边将广,0,5,0,0,5,0,5,5,0,0,6,26,,26,"Q1,Q3,Q4,Q6,Q9,Q10"
100221,日向翔阳,0,0,5,0,0,5,0,0,6,6,3,25,,25,"Q1,Q2,Q4,Q5,Q7,Q8"
100222,影山飞雄,0,0,0,5,0,0,0,5,6,0,0,16,,16,"Q1,Q2,Q3,Q5,Q6,Q7,Q10,Q11"
100223,泽村大地,0,0,0,0,0,0,5,0,0,6,6,17,,17,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9"
100224,菅原孝支,0,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100225,缘下力,5,0,0,5,0,5,5,5,0,6,6,37,,37,"Q2,Q3,Q5,Q9"
100226,西谷夕,5,0,0,5,0,0,0,0,0,2,3,15,,15,"Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100227,东峰旭,5,0,5,0,5,0,0,0,0,2,6,23,,23,"Q2,Q4,Q6,Q7,Q8,Q9"
100228,月岛萤,5,5,0,5,5,5,0,5,6,6,0,42,,42,"Q3,Q7,Q11"
100229,山口忠,5,5,5,5,5,5,5,5,6,6,5,57,,57,
100230,及川彻,0,0,5,5,5,5,5,0,6,6,0,37,,37,"Q1,Q2,Q8,Q11"
100231,岩泉一,5,0,5,0,5,5,5,5,6,0,0,36,,36,"Q2,Q4,Q10,Q11"
100232,黑尾铁朗,0,5,5,0,5,5,5,5,0,0,0,30,,30,"Q1,Q4,Q9,Q10,Q11"
100233,孤爪研磨,5,5,5,5,0,5,5,5,0,3,6,44,,44,"Q5,Q9"
100234,木兔光太郎,5,5,0,0,5,0,0,5,3,6,6,35,,35,"Q3,Q4,Q6,Q7"
100235,赤苇京治,5,5,0,5,0,5,0,0,0,0,0,20,,20,"Q3,Q5,Q7,Q8,Q9,Q10,Q11"
100236,牛岛若利,5,5,0,0,5,5,5,5,6,6,6,48,,48,"Q3,Q4"
100237,天童觉,0,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100238,星海光来,0,0,5,0,5,5,0,0,6,0,0,21,,21,"Q1,Q2,Q4,Q7,Q8,Q10,Q11"
100239,佐久早圣臣,0,0,0,5,0,0,0,0,6,6,0,17,,17,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q11"
100240,宫侑,0,0,0,0,0,5,5,5,0,6,0,21,,21,"Q1,Q2,Q3,Q4,Q5,Q9,Q11"
100241,幸平创真,0,0,5,0,0,5,0,5,6,0,6,27,,27,"Q1,Q2,Q4,Q5,Q7,Q10"
100242,薙切绘里奈,0,0,5,5,5,5,0,0,0,0,6,26,,26,"Q1,Q2,Q7,Q8,Q9,Q10"
100243,田所惠,5,5,5,5,5,5,5,5,6,6,5,57,,57,
100244,塔克米阿尔迪尼,0,5,0,0,0,5,5,0,0,0,0,15,,15,"Q1,Q3,Q4,Q5,Q8,Q9,Q10,Q11"
100245,伊萨米阿尔迪尼,5,5,0,0,5,5,5,5,6,4,6,46,,46,"Q3,Q4"
100246,幸平城一郎,0,5,0,0,0,0,5,0,6,6,0,22,,22,"Q1,Q3,Q4,Q5,Q6,Q8,Q11"
100247,堂岛银,5,0,5,5,5,5,5,5,0,6,0,41,,41,"Q2,Q9,Q11"
100248,四宫小次郎,0,5,5,5,0,5,0,5,0,0,0,25,,25,"Q1,Q5,Q7,Q9,Q10,Q11"
100249,水户郁魅,5,0,0,5,5,0,0,0,0,0,3,18,,18,"Q2,Q3,Q6,Q7,Q8,Q9,Q10"
100250,吉野悠姬,5,5,5,0,5,0,5,5,6,6,3,45,,45,"Q4,Q6"
