考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,5,0,5,0,5,0,0,0,15,,15,"Q2,Q4,Q6,Q7,Q8"
100202,流川枫,5,5,5,5,0,5,0,6,31,,31,"Q5,Q7"
100203,赤木刚宪,5,5,5,5,5,5,6,5,41,,41,
100204,三井寿,5,0,0,5,5,5,6,0,26,,26,"Q2,Q3,Q8"
100205,宫城良田,0,0,5,0,5,5,0,6,21,,21,"Q1,Q2,Q4,Q7"
100206,木暮公延,5,5,5,5,0,5,2,3,30,,30,Q5
100207,彩子,0,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8"
100208,赤木晴子,0,0,5,0,5,0,6,6,22,,22,"Q1,Q2,Q4,Q6"
100209,仙道彰,5,0,5,5,0,0,0,6,21,,21,"Q2,Q5,Q6,Q7"
100210,藤真健司,5,5,5,5,0,5,2,6,33,,33,Q5
100211,牧绅一,5,0,5,0,5,0,0,3,18,,18,"Q2,Q4,Q6,Q7"
100212,清田信长,5,5,5,5,5,5,3,0,33,,33,Q8
100213,神宗一郎,5,5,5,5,5,5,3,0,33,,33,Q8
100214,鱼住纯,5,5,5,0,5,5,0,6,31,,31,"Q4,Q7"
100215,福田吉兆,5,5,5,0,5,5,6,6,37,,37,Q4
100216,河田雅史,5,0,5,0,5,5,0,6,26,,26,"Q2,Q4,Q7"
100217,泽北荣治,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100218,深津一成,0,5,0,5,5,0,6,6,27,,27,"Q1,Q3,Q6"
100219,松本稔,0,0,5,5,5,5,6,6,32,,32,"Q1,Q2"
100220,野边将广,0,5,0,0,5,5,6,6,27,,27,"Q1,Q3,Q4"
100221,日向翔阳,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100222,影山飞雄,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100223,泽村大地,5,5,5,0,0,5,0,3,23,,23,"Q4,Q5,Q7"
100224,菅原孝支,0,0,0,5,0,5,0,0,10,,10,"Q1,Q2,Q3,Q5,Q7,Q8"
100225,缘下力,5,0,5,0,5,5,2,6,28,,28,"Q2,Q4"
100226,西谷夕,5,5,5,5,0,0,0,0,20,,20,"Q5,Q6,Q7,Q8"
100227,东峰旭,5,0,0,0,0,5,6,0,16,,16,"Q2,Q3,Q4,Q5,Q8"
100228,月岛萤,5,5,5,5,5,5,6,3,39,,39,
100229,山口忠,5,5,5,5,5,5,6,0,36,,36,Q8
100230,及川彻,0,5,5,0,5,0,0,0,15,,15,"Q1,Q4,Q6,Q7,Q8"
100231,岩泉一,0,0,5,5,0,5,6,3,24,,24,"Q1,Q2,Q5"
100232,黑尾铁朗,5,0,0,0,0,0,2,0,7,,7,"Q2,Q3,Q4,Q5,Q6,Q8"
100233,孤爪研磨,5,5,5,5,5,0,2,3,30,,30,Q6
100234,木兔光太郎,5,5,5,5,5,0,0,6,31,,31,"Q6,Q7"
100235,赤苇京治,0,5,5,0,5,0,0,0,15,,15,"Q1,Q4,Q6,Q7,Q8"
100236,牛岛若利,5,0,5,0,0,5,0,0,15,,15,"Q2,Q4,Q5,Q7,Q8"
100237,天童觉,5,0,5,0,0,0,6,0,16,,16,"Q2,Q4,Q5,Q6,Q8"
100238,星海光来,0,5,0,0,5,5,0,0,15,,15,"Q1,Q3,Q4,Q7,Q8"
100239,佐久早圣臣,0,5,5,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8"
100240,宫侑,0,5,5,5,0,5,6,0,26,,26,"Q1,Q5,Q8"
100241,幸平创真,0,0,5,5,5,0,0,0,15,,15,"Q1,Q2,Q6,Q7,Q8"
100242,薙切绘里奈,0,0,5,0,0,5,0,6,16,,16,"Q1,Q2,Q4,Q5,Q7"
100243,田所惠,5,5,5,5,0,0,0,6,26,,26,"Q5,Q6,Q7"
100244,塔克米阿尔迪尼,0,5,5,5,5,5,0,6,31,,31,"Q1,Q7"
100245,伊萨米阿尔迪尼,5,5,5,0,5,5,6,0,31,,31,"Q4,Q8"
100246,幸平城一郎,0,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8"
100247,堂岛银,5,5,5,5,5,5,0,4,34,,34,Q7
100248,四宫小次郎,5,0,5,0,5,0,0,0,15,,15,"Q2,Q4,Q6,Q7,Q8"
100249,水户郁魅,0,0,0,0,0,0,0,2,2,,2,"Q1,Q2,Q3,Q4,Q5,Q6,Q7"
100250,吉野悠姬,5,5,5,5,5,5,6,0,36,,36,Q8
