考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,5,5,0,0,10,,10,"Q1,Q2,Q5,Q6"
100202,流川枫,5,5,5,5,0,6,26,,26,Q5
100203,赤木刚宪,5,5,5,5,0,6,26,,26,Q5
100204,三井寿,0,0,5,0,0,3,8,,8,"Q1,Q2,Q4,Q5"
100205,宫城良田,5,0,5,5,6,0,21,,21,"Q2,Q6"
100206,木暮公延,5,5,5,0,6,6,27,,27,Q4
100207,彩子,0,5,5,0,0,0,10,,10,"Q1,Q4,Q5,Q6"
100208,赤木晴子,5,0,5,5,6,6,27,,27,Q2
100209,仙道彰,5,5,0,5,4,6,25,,25,Q3
100210,藤真健司,5,5,0,0,6,0,16,,16,"Q3,Q4,Q6"
100211,牧绅一,5,0,5,0,3,0,13,,13,"Q2,Q4,Q6"
100212,清田信长,5,5,5,5,0,6,26,,26,Q5
100213,神宗一郎,5,5,5,5,6,0,26,,26,Q6
100214,鱼住纯,5,5,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6"
100215,福田吉兆,5,5,0,5,6,6,27,,27,Q3
100216,河田雅史,0,5,5,0,0,6,16,,16,"Q1,Q4,Q5"
100217,泽北荣治,0,0,0,5,0,6,11,,11,"Q1,Q2,Q3,Q5"
100218,深津一成,0,0,0,5,6,0,11,,11,"Q1,Q2,Q3,Q6"
100219,松本稔,5,5,0,0,0,6,16,,16,"Q3,Q4,Q5"
100220,野边将广,5,0,5,0,0,0,10,,10,"Q2,Q4,Q5,Q6"
100221,日向翔阳,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6"
100222,影山飞雄,0,0,0,5,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6"
100223,泽村大地,0,5,5,5,0,6,21,,21,"Q1,Q5"
100224,菅原孝支,5,0,5,0,0,0,10,,10,"Q2,Q4,Q5,Q6"
100225,缘下力,0,5,5,5,0,6,21,,21,"Q1,Q5"
100226,西谷夕,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6"
100227,东峰旭,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6"
100228,月岛萤,5,5,5,5,0,6,26,,26,Q5
100229,山口忠,5,5,5,5,0,6,26,,26,Q5
100230,及川彻,5,0,5,5,3,0,18,,18,"Q2,Q6"
100231,岩泉一,5,5,5,5,0,0,20,,20,"Q5,Q6"
100232,黑尾铁朗,5,0,0,0,0,6,11,,11,"Q2,Q3,Q4,Q5"
100233,孤爪研磨,5,0,0,0,3,0,8,,8,"Q2,Q3,Q4,Q6"
100234,木兔光太郎,5,5,0,0,0,6,16,,16,"Q3,Q4,Q5"
100235,赤苇京治,5,0,0,5,6,6,22,,22,"Q2,Q3"
100236,牛岛若利,5,5,0,5,6,3,24,,24,Q3
100237,天童觉,0,5,0,5,0,0,10,,10,"Q1,Q3,Q5,Q6"
100238,星海光来,0,0,0,0,6,0,6,,6,"Q1,Q2,Q3,Q4,Q6"
100239,佐久早圣臣,5,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6"
100240,宫侑,0,0,5,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6"
100241,幸平创真,0,5,5,0,6,0,16,,16,"Q1,Q4,Q6"
100242,薙切绘里奈,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6"
100243,田所惠,5,5,0,5,3,6,24,,24,Q3
100244,塔克米阿尔迪尼,5,0,0,5,6,0,16,,16,"Q2,Q3,Q6"
100245,伊萨米阿尔迪尼,0,5,5,5,6,0,21,,21,"Q1,Q6"
100246,幸平城一郎,0,0,5,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6"
100247,堂岛银,5,5,5,0,0,6,21,,21,"Q4,Q5"
100248,四宫小次郎,0,5,5,5,0,0,15,,15,"Q1,Q5,Q6"
100249,水户郁魅,5,0,0,0,6,0,11,,11,"Q2,Q3,Q4,Q6"
100250,吉野悠姬,0,5,5,5,0,0,15,,15,"Q1,Q5,Q6"
