考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,0,0,5,0,5,0,0,0,10,,10,"Q1,Q2,Q4,Q6,Q7,Q8"
100202,流川枫,0,5,0,5,0,0,6,0,16,,16,"Q1,Q3,Q5,Q6,Q8"
100203,赤木刚宪,5,5,5,5,5,4,3,2,34,,34,
100204,三井寿,5,0,5,0,5,0,0,6,21,,21,"Q2,Q4,Q6,Q7"
100205,宫城良田,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7,Q8"
100206,木暮公延,5,0,0,0,5,6,6,0,22,,22,"Q2,Q3,Q4,Q8"
100207,彩子,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100208,赤木晴子,0,5,0,0,5,0,0,0,10,,10,"Q1,Q3,Q4,Q6,Q7,Q8"
100209,仙道彰,0,0,5,5,5,0,0,0,15,,15,"Q1,Q2,Q6,Q7,Q8"
100210,藤真健司,5,0,5,5,5,6,0,3,29,,29,"Q2,Q7"
100211,牧绅一,0,5,5,0,5,0,6,0,21,,21,"Q1,Q4,Q6,Q8"
100212,清田信长,0,5,5,5,5,0,6,3,29,,29,"Q1,Q6"
100213,神宗一郎,5,5,5,5,5,3,0,0,28,,28,"Q7,Q8"
100214,鱼住纯,0,5,0,5,5,0,6,0,21,,21,"Q1,Q3,Q6,Q8"
100215,福田吉兆,5,0,5,0,5,6,0,0,21,,21,"Q2,Q4,Q7,Q8"
100216,河田雅史,5,5,0,0,5,0,6,0,21,,21,"Q3,Q4,Q6,Q8"
100217,泽北荣治,0,0,0,5,5,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8"
100218,深津一成,5,0,5,5,5,0,0,6,26,,26,"Q2,Q6,Q7"
100219,松本稔,0,5,5,5,5,6,0,0,26,,26,"Q1,Q7,Q8"
100220,野边将广,0,5,0,5,0,4,0,4,18,,18,"Q1,Q3,Q5,Q7"
100221,日向翔阳,0,0,0,5,0,0,6,0,11,,11,"Q1,Q2,Q3,Q5,Q6,Q8"
100222,影山飞雄,0,5,0,5,0,0,6,0,16,,16,"Q1,Q3,Q5,Q6,Q8"
100223,泽村大地,0,5,5,0,0,0,0,6,16,,16,"Q1,Q4,Q5,Q6,Q7"
100224,菅原孝支,0,5,0,0,0,0,6,0,11,,11,"Q1,Q3,Q4,Q5,Q6,Q8"
100225,缘下力,5,5,5,5,5,0,6,0,31,,31,"Q6,Q8"
100226,西谷夕,5,0,0,0,0,0,0,0,5,,5,"Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100227,东峰旭,0,0,5,0,5,0,6,0,16,,16,"Q1,Q2,Q4,Q6,Q8"
100228,月岛萤,5,0,5,5,5,4,0,6,30,,30,"Q2,Q7"
100229,山口忠,5,5,5,5,5,0,6,0,31,,31,"Q6,Q8"
100230,及川彻,0,0,0,0,5,6,0,6,17,,17,"Q1,Q2,Q3,Q4,Q7"
100231,岩泉一,0,5,5,0,0,6,2,4,22,,22,"Q1,Q4,Q5"
100232,黑尾铁朗,5,0,0,5,0,6,0,0,16,,16,"Q2,Q3,Q5,Q7,Q8"
100233,孤爪研磨,5,5,5,0,5,6,6,6,38,,38,Q4
100234,木兔光太郎,5,0,0,0,5,3,6,0,19,,19,"Q2,Q3,Q4,Q8"
100235,赤苇京治,0,0,0,0,0,6,6,6,18,,18,"Q1,Q2,Q3,Q4,Q5"
100236,牛岛若利,5,0,0,5,0,0,6,0,16,,16,"Q2,Q3,Q5,Q6,Q8"
100237,天童觉,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7,Q8"
100238,星海光来,0,5,0,0,0,6,0,2,13,,13,"Q1,Q3,Q4,Q5,Q7"
100239,佐久早圣臣,0,0,0,0,0,6,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q7,Q8"
100240,宫侑,5,0,5,0,5,6,6,6,33,,33,"Q2,Q4"
100241,幸平创真,5,5,5,5,0,0,6,0,26,,26,"Q5,Q6,Q8"
100242,薙切绘里奈,0,5,0,5,0,6,0,4,20,,20,"Q1,Q3,Q5,Q7"
100243,田所惠,5,5,5,5,0,2,3,6,31,,31,Q5
100244,塔克米阿尔迪尼,5,0,0,5,5,6,6,3,30,,30,"Q2,Q3"
100245,伊萨米阿尔迪尼,0,5,0,5,5,0,6,0,21,,21,"Q1,Q3,Q6,Q8"
100246,幸平城一郎,5,0,0,0,5,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8"
100247,堂岛银,5,0,5,5,5,0,6,4,30,,30,"Q2,Q6"
100248,四宫小次郎,5,5,5,5,5,6,0,6,37,,37,Q7
100249,水户郁魅,5,5,5,0,5,6,0,3,29,,29,"Q4,Q7"
100250,吉野悠姬,0,5,0,0,0,6,0,0,11,,11,"Q1,Q3,Q4,Q5,Q7,Q8"
