考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,5,0,0,0,5,5,0,0,6,6,27,,27,"Q2,Q3,Q4,Q7,Q8"
100202,流川枫,5,5,5,0,5,0,0,0,3,6,29,,29,"Q4,Q6,Q7,Q8"
100203,赤木刚宪,5,5,5,5,5,5,3,6,6,6,51,,51,
100204,三井寿,5,5,0,5,0,5,6,0,0,3,29,,29,"Q3,Q5,Q8,Q9"
100205,宫城良田,5,0,0,5,0,0,6,0,0,6,22,,22,"Q2,Q3,Q5,Q6,Q8,Q9"
100206,木暮公延,0,5,5,5,0,5,0,6,6,0,32,,32,"Q1,Q5,Q7,Q10"
100207,彩子,0,0,0,0,0,0,0,0,0,3,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100208,赤木晴子,5,0,5,5,0,5,0,6,0,0,26,,26,"Q2,Q5,Q7,Q9,Q10"
100209,仙道彰,0,5,0,0,0,0,0,3,0,6,14,,14,"Q1,Q3,Q4,Q5,Q6,Q7,Q9"
100210,藤真健司,5,0,0,5,5,5,6,0,0,0,26,,26,"Q2,Q3,Q8,Q9,Q10"
100211,牧绅一,0,5,0,0,5,0,0,0,6,0,16,,16,"Q1,Q3,Q4,Q6,Q7,Q8,Q10"
100212,清田信长,0,5,5,5,5,5,6,6,3,6,46,,46,Q1
100213,神宗一郎,5,5,0,5,0,5,6,6,6,0,38,,38,"Q3,Q5,Q10"
100214,鱼住纯,5,0,0,0,0,0,6,0,0,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10"
100215,福田吉兆,0,5,5,5,5,5,6,3,0,6,40,,40,"Q1,Q9"
100216,河田雅史,5,0,0,0,5,5,0,0,0,6,21,,21,"Q2,Q3,Q4,Q7,Q8,Q9"
100217,泽北荣治,5,0,0,0,0,0,0,6,0,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100218,深津一成,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100219,松本稔,0,5,5,5,0,0,6,6,0,0,27,,27,"Q1,Q5,Q6,Q9,Q10"
100220,野边将广,5,5,0,0,5,5,0,0,0,6,26,,26,"Q3,Q4,Q7,Q8,Q9"
100221,日向翔阳,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100222,影山飞雄,0,0,5,0,5,0,6,0,3,0,19,,19,"Q1,Q2,Q4,Q6,Q8,Q10"
100223,泽村大地,0,0,5,5,5,5,0,6,0,0,26,,26,"Q1,Q2,Q7,Q9,Q10"
100224,菅原孝支,0,0,5,0,5,5,0,0,0,0,15,,15,"Q1,Q2,Q4,Q7,Q8,Q9,Q10"
100225,缘下力,0,0,5,0,0,0,6,0,3,0,14,,14,"Q1,Q2,Q4,Q5,Q6,Q8,Q10"
