考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,客观总分,主观总分,全卷总分,客观错题题号
100101,日向翔阳,5,5,5,0,5,5,6,6,0,37,,37,"Q4,Q9"
100102,影山飞雄,5,0,5,5,5,5,2,6,0,33,,33,"Q2,Q9"
100103,黑子哲也,5,0,5,0,0,5,0,0,6,21,,21,"Q2,Q4,Q5,Q7,Q8"
100104,越前龙马,0,0,5,0,5,5,6,6,0,27,,27,"Q1,Q2,Q4,Q9"
100105,洁世一,5,0,5,0,0,5,0,6,0,21,,21,"Q2,Q4,Q5,Q7,Q9"
100106,星野裕,0,5,5,0,5,5,6,6,2,34,,34,"Q1,Q4"
100107,月本诚,0,5,0,0,5,0,0,6,6,22,,22,"Q1,Q3,Q4,Q6,Q7"
100108,风间龙一,0,0,0,5,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q7,Q8,Q9"
100109,佐久间学,0,5,5,0,5,0,6,0,0,21,,21,"Q1,Q4,Q6,Q8,Q9"
100110,矢口八虎,5,5,5,5,5,0,0,0,3,28,,28,"Q6,Q7,Q8"
100111,高桥世田介,5,0,5,5,5,5,6,0,0,31,,31,"Q2,Q8,Q9"
100112,桥田悠,5,0,5,5,5,5,0,0,0,25,,25,"Q2,Q7,Q8,Q9"
100113,桑名真希,0,0,0,0,0,5,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9"
100114,进藤光,5,0,0,5,0,5,0,0,0,15,,15,"Q2,Q3,Q5,Q7,Q8,Q9"
100115,塔矢亮,5,5,5,0,0,5,0,0,0,20,,20,"Q4,Q5,Q7,Q8,Q9"
100116,藤原佐为,0,5,0,0,0,0,6,3,6,20,,20,"Q1,Q3,Q4,Q5,Q6"
100117,和谷义高,0,0,5,5,5,5,0,0,4,24,,24,"Q1,Q2,Q7,Q8"
100118,竹本祐太,5,5,0,5,5,5,6,6,4,41,,41,Q3
100119,森田忍,5,0,0,5,5,5,6,0,0,26,,26,"Q2,Q3,Q8,Q9"
100120,真山巧,0,5,5,5,5,5,6,6,0,37,,37,"Q1,Q9"
100121,山田亚弓,5,5,0,5,5,5,6,0,6,37,,37,"Q3,Q8"
100122,花本育,0,0,0,0,5,0,4,0,0,9,,9,"Q1,Q2,Q3,Q4,Q6,Q8,Q9"
100123,野田惠,0,0,0,0,5,5,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q7,Q8,Q9"
100124,千秋真一,5,5,5,5,5,5,6,6,5,47,,47,
100125,奥山真澄,0,5,5,0,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8,Q9"
100126,峰龙太郎,5,5,5,0,5,5,0,4,0,29,,29,"Q4,Q7,Q9"
100127,日野香穗子,5,5,5,5,5,5,6,6,5,47,,47,
100128,月森莲,0,0,0,0,0,5,0,3,6,14,,14,"Q1,Q2,Q3,Q4,Q5,Q7"
100129,土浦梁太郎,5,5,5,5,0,5,6,0,0,31,,31,"Q5,Q8,Q9"
100130,志水桂一,0,5,5,5,5,0,0,6,0,26,,26,"Q1,Q6,Q7,Q9"
100131,泷岛彗,5,5,5,5,5,5,0,6,3,39,,39,Q7
100132,华园光,5,0,0,0,0,0,6,0,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q8,Q9"
100133,杂贺八寻,0,0,5,0,0,0,6,0,6,17,,17,"Q1,Q2,Q4,Q5,Q6,Q8"
100134,狩野宙,5,5,5,0,0,5,0,0,2,22,,22,"Q4,Q5,Q7,Q8"
100135,鲇泽美咲,0,5,5,0,5,5,0,0,0,20,,20,"Q1,Q4,Q7,Q8,Q9"
100136,碓冰拓海,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100137,花园樱,0,0,0,0,0,0,0,6,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9"
100138,加贺静子,0,0,0,5,0,5,0,6,0,16,,16,"Q1,Q2,Q3,Q5,Q7,Q9"
100139,藤冈春绯,5,5,0,5,5,5,0,0,0,25,,25,"Q3,Q7,Q8,Q9"
100140,须王环,0,5,0,0,0,5,4,0,3,17,,17,"Q1,Q3,Q4,Q5,Q8"
100141,凤镜夜,0,0,5,5,0,5,0,0,0,15,,15,"Q1,Q2,Q5,Q7,Q8,Q9"
100142,常陆院光,0,0,0,5,0,0,6,0,6,17,,17,"Q1,Q2,Q3,Q5,Q6,Q8"
100143,常陆院馨,0,0,0,5,0,5,0,4,6,20,,20,"Q1,Q2,Q3,Q5,Q7"
100144,冢本天满,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9"
100145,播磨拳儿,0,0,0,5,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q7,Q8,Q9"
100146,泽近爱理,5,0,5,0,0,5,0,0,0,15,,15,"Q2,Q4,Q5,Q7,Q8,Q9"
100147,周防美琴,5,0,0,5,5,0,0,6,6,27,,27,"Q2,Q3,Q6,Q7"
100148,宫前佳奈子,5,0,0,0,5,5,3,3,6,27,,27,"Q2,Q3,Q4"
100149,祇堂鞠也,0,5,5,5,0,0,0,0,0,15,,15,"Q1,Q5,Q6,Q7,Q8,Q9"
100150,汐王寺茉莉花,5,5,5,5,5,5,6,0,6,42,,42,Q8
