考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,0,0,5,5,6,6,0,6,28,,28,"Q1,Q2,Q7"
100002,日代千鹤,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100003,高坂京介,5,0,0,5,6,0,0,0,16,,16,"Q2,Q3,Q6,Q7,Q8"
100004,高坂桐乃,0,5,5,0,4,6,0,6,26,,26,"Q1,Q4,Q7"
100005,逢坂大河,0,0,5,5,0,6,6,0,22,,22,"Q1,Q2,Q5,Q8"
100006,牧之原翔子,5,5,0,5,0,6,6,3,30,,30,"Q3,Q5"
100007,折木奉太郎,0,5,5,5,6,2,0,4,27,,27,"Q1,Q7"
100008,千反田爱瑠,5,0,5,0,0,0,0,0,10,,10,"Q2,Q4,Q5,Q6,Q7,Q8"
100009,福部里志,5,5,0,5,0,0,0,0,15,,15,"Q3,Q5,Q6,Q7,Q8"
100010,伊原摩耶花,0,0,0,0,6,0,0,6,12,,12,"Q1,Q2,Q3,Q4,Q6,Q7"
100011,凉宫春日,5,5,0,0,0,0,0,6,16,,16,"Q3,Q4,Q5,Q6,Q7"
100012,长门有希,5,0,5,5,6,3,3,6,33,,33,Q2
100013,朝比奈实玖瑠,0,0,0,0,0,0,6,6,12,,12,"Q1,Q2,Q3,Q4,Q5,Q6"
100014,古泉一树,0,0,0,5,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8"
100015,佐佐木,5,5,5,0,0,6,0,6,27,,27,"Q4,Q5,Q7"
100016,小鸟游六花,5,0,0,0,6,6,6,6,29,,29,"Q2,Q3,Q4"
100017,富樫勇太,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8"
100018,丹生谷森夏,5,0,5,0,0,6,0,3,19,,19,"Q2,Q4,Q5,Q7"
100019,凸守早苗,5,5,5,5,0,6,0,0,26,,26,"Q5,Q7,Q8"
100020,七宫智音,0,0,0,0,6,0,0,0,6,,6,"Q1,Q2,Q3,Q4,Q6,Q7,Q8"
100021,神田空太,5,5,5,5,6,2,0,6,34,,34,Q7
100022,椎名真白,5,5,0,5,6,0,4,6,31,,31,"Q3,Q6"
100023,青山七海,5,0,0,0,0,6,0,0,11,,11,"Q2,Q3,Q4,Q5,Q7,Q8"
100024,上井草美咲,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8"
100025,三鹰仁,5,5,5,5,0,2,0,6,28,,28,"Q5,Q7"
100026,赤坂龙之介,0,0,0,0,0,2,0,6,8,,8,"Q1,Q2,Q3,Q4,Q5,Q7"
100027,绫小路清隆,5,5,5,5,6,0,6,2,34,,34,Q6
100028,堀北铃音,0,5,5,5,0,6,6,3,30,,30,"Q1,Q5"
100029,栉田桔梗,5,5,5,5,0,0,0,0,20,,20,"Q5,Q6,Q7,Q8"
100030,轻井泽惠,0,0,5,5,4,6,6,0,26,,26,"Q1,Q2,Q8"
100031,一之濑帆波,5,5,5,5,6,6,0,6,38,,38,Q7
100032,坂柳有栖,5,0,5,5,6,6,2,0,29,,29,"Q2,Q8"
100033,龙园翔,5,5,5,0,0,6,6,6,33,,33,"Q4,Q5"
100034,比企谷八幡,5,5,5,5,6,4,3,6,39,,39,
100035,雪之下雪乃,0,5,0,0,6,6,0,0,17,,17,"Q1,Q3,Q4,Q7,Q8"
100036,由比滨结衣,0,0,5,5,4,6,3,0,23,,23,"Q1,Q2,Q8"
100037,一色彩羽,5,0,5,5,6,0,0,6,27,,27,"Q2,Q6,Q7"
100038,户冢彩加,5,0,0,0,6,6,6,0,23,,23,"Q2,Q3,Q4,Q8"
100039,平泽唯,5,5,5,5,0,2,3,0,25,,25,"Q5,Q8"
100040,秋山澪,5,0,0,5,0,6,4,6,26,,26,"Q2,Q3,Q5"
100041,田井中律,0,0,5,0,6,0,0,6,17,,17,"Q1,Q2,Q4,Q6,Q7"
100042,琴吹䌷,0,0,0,5,0,0,6,0,11,,11,"Q1,Q2,Q3,Q5,Q6,Q8"
100043,中野梓,0,5,0,5,0,0,0,6,16,,16,"Q1,Q3,Q5,Q6,Q7"
100044,黄前久美子,0,5,0,5,0,6,0,0,16,,16,"Q1,Q3,Q5,Q7,Q8"
100045,高坂丽奈,0,0,0,0,0,0,3,0,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q8"
100046,川岛绿辉,0,5,5,0,0,0,0,0,10,,10,"Q1,Q4,Q5,Q6,Q7,Q8"
100047,加藤叶月,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8"
100048,田中明日香,5,0,5,0,0,0,0,0,10,,10,"Q2,Q4,Q5,Q6,Q7,Q8"
100049,伞木希美,5,0,5,5,6,0,2,0,23,,23,"Q2,Q6,Q8"
100050,铠冢霙,0,5,0,5,6,0,0,0,16,,16,"Q1,Q3,Q6,Q7,Q8"
