考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,0,5,5,0,0,5,5,5,6,0,0,5,5,5,5,6,8,7,9,46,35,81,"Q1,Q4,Q5,Q10,Q11"
100002,日代千鹤,0,0,0,0,0,0,5,0,0,6,0,0,0,0,2,3,2,2,3,11,12,23,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q11,Q12,Q13,Q14"
100003,高坂京介,0,0,0,0,0,5,5,0,6,6,6,0,5,0,5,5,4,6,6,33,26,59,"Q1,Q2,Q3,Q4,Q5,Q8,Q12,Q14"
100004,高坂桐乃,0,0,0,5,0,0,0,0,0,0,0,5,5,0,3,5,5,4,4,15,21,36,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14"
100005,逢坂大河,5,5,5,5,5,5,5,5,6,6,6,0,5,0,8,7,9,9,11,63,44,107,"Q12,Q14"
100006,牧之原翔子,5,5,0,5,5,0,5,5,3,6,0,5,5,5,6,6,9,6,8,54,35,89,"Q3,Q6,Q11"
100007,折木奉太郎,5,5,5,5,5,5,5,5,3,3,3,5,0,0,6,11,11,8,11,54,47,101,"Q13,Q14"
100008,千反田爱瑠,0,0,0,0,0,0,5,5,0,6,0,5,0,0,2,3,3,3,4,21,15,36,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q11,Q13,Q14"
100009,福部里志,0,0,0,5,5,0,5,5,0,0,0,5,0,0,5,7,6,5,5,25,28,53,"Q1,Q2,Q3,Q6,Q9,Q10,Q11,Q13,Q14"
100010,伊原摩耶花,0,5,0,5,0,5,0,0,2,0,0,0,0,0,2,2,3,2,4,17,13,30,"Q1,Q3,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14"
100011,凉宫春日,0,0,5,5,0,5,0,0,0,3,0,0,0,0,3,5,5,4,4,18,21,39,"Q1,Q2,Q5,Q7,Q8,Q9,Q11,Q12,Q13,Q14"
100012,长门有希,0,0,5,5,5,5,5,5,6,6,6,0,5,5,7,6,9,7,7,58,36,94,"Q1,Q2,Q12"
100013,朝比奈实玖瑠,0,0,0,5,0,0,0,0,0,6,0,5,5,0,2,2,3,2,2,21,11,32,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q11,Q14"
100014,古泉一树,5,5,5,0,0,0,0,5,6,0,0,0,0,0,4,3,4,5,5,26,21,47,"Q4,Q5,Q6,Q7,Q10,Q11,Q12,Q13,Q14"
100015,佐佐木,5,0,5,0,5,5,0,5,0,0,6,5,5,5,5,5,10,8,11,46,39,85,"Q2,Q4,Q7,Q9,Q10"
100016,小鸟游六花,0,5,0,0,5,5,5,5,0,0,6,5,0,0,5,9,7,8,7,36,36,72,"Q1,Q3,Q4,Q9,Q10,Q13,Q14"
100017,富樫勇太,5,0,5,0,0,5,0,5,6,0,0,0,0,5,3,3,4,5,4,31,19,50,"Q2,Q4,Q5,Q7,Q10,Q11,Q12,Q13"
100018,丹生谷森夏,0,0,0,5,5,5,0,5,6,0,6,0,5,0,7,5,7,6,10,37,35,72,"Q1,Q2,Q3,Q7,Q10,Q12,Q14"
100019,凸守早苗,5,0,5,5,5,5,5,5,6,6,4,5,0,0,9,9,8,9,9,56,44,100,"Q2,Q13,Q14"
100020,七宫智音,0,0,5,0,5,0,0,0,0,0,0,5,5,0,2,3,2,2,3,20,12,32,"Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q14"
100021,神田空太,5,5,0,5,0,5,5,5,0,0,6,5,5,5,9,10,6,12,9,51,46,97,"Q3,Q5,Q9,Q10"
100022,椎名真白,5,0,5,5,5,5,5,5,0,0,0,5,0,5,7,10,8,9,12,45,46,91,"Q2,Q9,Q10,Q11,Q13"
