考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100201,樱木花道,5,5,5,0,5,0,0,4,0,2,26,,26,"Q4,Q6,Q7,Q9"
100202,流川枫,5,5,5,5,5,0,0,0,6,0,31,,31,"Q6,Q7,Q8,Q10"
100203,赤木刚宪,5,5,5,5,0,5,0,6,6,6,43,,43,"Q5,Q7"
100204,三井寿,5,0,5,5,0,5,0,2,0,6,28,,28,"Q2,Q5,Q7,Q9"
100205,宫城良田,5,5,0,0,0,5,6,6,4,6,37,,37,"Q3,Q4,Q5"
100206,木暮公延,0,0,5,5,0,0,6,6,3,0,25,,25,"Q1,Q2,Q5,Q6,Q10"
100207,彩子,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100208,赤木晴子,5,5,5,0,0,0,0,0,2,0,17,,17,"Q4,Q5,Q6,Q7,Q8,Q10"
100209,仙道彰,0,0,0,5,0,0,6,0,6,0,17,,17,"Q1,Q2,Q3,Q5,Q6,Q8,Q10"
100210,藤真健司,5,5,5,5,5,5,2,0,6,0,38,,38,"Q8,Q10"
100211,牧绅一,0,0,0,0,5,0,6,0,0,0,11,,11,"Q1,Q2,Q3,Q4,Q6,Q8,Q9,Q10"
100212,清田信长,5,0,5,5,5,5,6,0,6,6,43,,43,"Q2,Q8"
100213,神宗一郎,5,5,5,0,0,0,3,3,6,6,33,,33,"Q4,Q5,Q6"
100214,鱼住纯,0,5,5,5,0,0,0,0,0,0,15,,15,"Q1,Q5,Q6,Q7,Q8,Q9,Q10"
100215,福田吉兆,5,0,5,5,0,0,0,0,6,4,25,,25,"Q2,Q5,Q6,Q7,Q8"
100216,河田雅史,5,0,5,0,5,5,3,2,6,0,31,,31,"Q2,Q4,Q10"
100217,泽北荣治,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100218,深津一成,0,0,0,0,0,0,6,0,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10"
100219,松本稔,0,0,0,5,0,5,0,2,0,0,12,,12,"Q1,Q2,Q3,Q5,Q7,Q9,Q10"
100220,野边将广,0,0,5,0,5,5,0,0,6,6,27,,27,"Q1,Q2,Q4,Q7,Q8"
100221,日向翔阳,0,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q7,Q8,Q9,Q10"
100222,影山飞雄,0,5,0,5,0,0,3,0,0,0,13,,13,"Q1,Q3,Q5,Q6,Q8,Q9,Q10"
100223,泽村大地,5,0,5,0,5,0,3,0,6,0,24,,24,"Q2,Q4,Q6,Q8,Q10"
100224,菅原孝支,5,5,0,5,5,0,6,0,6,0,32,,32,"Q3,Q6,Q8,Q10"
100225,缘下力,5,0,5,5,5,0,6,4,0,6,36,,36,"Q2,Q6,Q9"
