考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100001,海崎新太,5,5,0,5,5,5,5,6,0,0,36,,36,"Q3,Q9,Q10"
100002,日代千鹤,5,0,0,0,0,0,0,0,0,3,8,,8,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100003,高坂京介,0,5,0,0,5,5,0,6,6,0,27,,27,"Q1,Q3,Q4,Q7,Q10"
100004,高坂桐乃,0,0,0,0,5,0,0,0,6,6,17,,17,"Q1,Q2,Q3,Q4,Q6,Q7,Q8"
100005,逢坂大河,5,0,5,5,5,0,5,0,0,6,31,,31,"Q2,Q6,Q8,Q9"
100006,牧之原翔子,0,0,0,5,5,0,5,6,3,6,30,,30,"Q1,Q2,Q3,Q6"
100007,折木奉太郎,5,5,5,0,5,5,5,3,3,6,42,,42,Q4
100008,千反田爱瑠,5,5,5,5,0,0,0,0,4,0,24,,24,"Q5,Q6,Q7,Q8,Q10"
100009,福部里志,0,0,0,0,0,5,5,6,3,6,25,,25,"Q1,Q2,Q3,Q4,Q5"
100010,伊原摩耶花,0,0,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100011,凉宫春日,0,0,0,0,0,5,0,6,6,0,17,,17,"Q1,Q2,Q3,Q4,Q5,Q7,Q10"
100012,长门有希,0,5,5,5,5,5,5,0,4,0,34,,34,"Q1,Q8,Q10"
100013,朝比奈实玖瑠,5,0,5,0,0,0,0,0,0,0,10,,10,"Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100014,古泉一树,0,0,0,0,0,0,5,0,0,6,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9"
100015,佐佐木,5,5,5,5,0,5,5,0,0,3,33,,33,"Q5,Q8,Q9"
100016,小鸟游六花,0,0,5,5,5,5,0,0,0,6,26,,26,"Q1,Q2,Q7,Q8,Q9"
100017,富樫勇太,5,0,5,0,5,0,5,0,0,0,20,,20,"Q2,Q4,Q6,Q8,Q9,Q10"
100018,丹生谷森夏,5,5,5,0,5,5,5,2,6,3,41,,41,Q4
100019,凸守早苗,5,5,5,5,5,5,5,6,6,5,52,,52,
100020,七宫智音,0,0,5,0,0,0,0,0,6,6,17,,17,"Q1,Q2,Q4,Q5,Q6,Q7,Q8"
100021,神田空太,5,5,5,0,5,5,0,6,6,0,37,,37,"Q4,Q7,Q10"
100022,椎名真白,5,5,5,5,0,5,0,0,6,0,31,,31,"Q5,Q7,Q8,Q10"
100023,青山七海,5,0,5,0,0,5,0,0,6,0,21,,21,"Q2,Q4,Q5,Q7,Q8,Q10"
100024,上井草美咲,5,5,5,5,0,0,5,0,3,0,28,,28,"Q5,Q6,Q8,Q10"
100025,三鹰仁,5,5,5,5,5,5,0,0,0,6,36,,36,"Q7,Q8,Q9"
100026,赤坂龙之介,0,0,0,5,0,0,0,6,0,0,11,,11,"Q1,Q2,Q3,Q5,Q6,Q7,Q9,Q10"
100027,绫小路清隆,0,5,0,5,0,0,5,0,0,0,15,,15,"Q1,Q3,Q5,Q6,Q8,Q9,Q10"
100028,堀北铃音,5,0,0,5,0,0,0,0,0,0,10,,10,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100029,栉田桔梗,5,5,5,5,0,5,5,3,6,2,41,,41,Q5
100030,轻井泽惠,5,5,5,0,5,0,5,6,0,6,37,,37,"Q4,Q6,Q9"
100031,一之濑帆波,5,5,5,5,0,5,5,6,6,0,42,,42,"Q5,Q10"
100032,坂柳有栖,5,5,5,5,5,5,5,6,6,5,52,,52,
100033,龙园翔,5,0,5,0,5,0,0,0,0,6,21,,21,"Q2,Q4,Q6,Q7,Q8,Q9"
100034,比企谷八幡,5,5,5,5,5,5,5,6,6,5,52,,52,
100035,雪之下雪乃,0,0,0,0,5,0,5,6,0,0,16,,16,"Q1,Q2,Q3,Q4,Q6,Q9,Q10"
100036,由比滨结衣,5,0,5,5,0,5,5,3,3,6,37,,37,"Q2,Q5"
100037,一色彩羽,5,5,5,0,5,5,5,6,0,6,42,,42,"Q4,Q9"
100038,户冢彩加,0,0,0,5,5,0,5,0,6,0,21,,21,"Q1,Q2,Q3,Q6,Q8,Q10"
100039,平泽唯,5,5,5,5,5,5,5,3,6,0,44,,44,Q10
100040,秋山澪,5,5,0,5,0,5,0,6,6,6,38,,38,"Q3,Q5,Q7"
100041,田井中律,5,5,0,5,5,0,5,6,0,0,31,,31,"Q3,Q6,Q9,Q10"
100042,琴吹䌷,0,5,0,0,0,0,0,0,6,0,11,,11,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100043,中野梓,0,0,5,0,5,0,5,0,0,0,15,,15,"Q1,Q2,Q4,Q6,Q8,Q9,Q10"
100044,黄前久美子,5,0,0,5,0,0,0,6,0,0,16,,16,"Q2,Q3,Q5,Q6,Q7,Q9,Q10"
100045,高坂丽奈,5,5,0,0,5,0,0,6,0,0,21,,21,"Q3,Q4,Q6,Q7,Q9,Q10"
100046,川岛绿辉,5,5,0,5,5,0,0,0,6,2,28,,28,"Q3,Q6,Q7,Q8"
100047,加藤叶月,0,0,0,5,0,0,0,0,0,2,7,,7,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100048,田中明日香,5,5,0,5,0,5,0,6,6,0,32,,32,"Q3,Q5,Q7,Q10"
100049,伞木希美,5,0,5,5,5,5,0,6,0,6,37,,37,"Q2,Q7,Q9"
100050,铠冢霙,5,0,0,0,0,0,5,6,6,4,26,,26,"Q2,Q3,Q4,Q5,Q6"
